item,lang,exp,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
23a,English,Fernandez,low,pl,0,0,the printer,of the computers,printer,computers,Harry had inspected the printer of the computers that MASKTOKEN stolen.,Harry had inspected the printer of the computers that,$PL,Harry had inspected the printer of the computers that MASKTOKEN stolen.,wikitext-103_LSTM_400_8-d0.2.pt,0.0993223299606995
23a,English,Fernandez,high,pl,0,0,the printers,of the computer,printers,computer,Harry had inspected the printers of the computer that MASKTOKEN stolen.,Harry had inspected the printers of the computer that,$PL,Harry had inspected the printers of the computer that MASKTOKEN stolen.,wikitext-103_LSTM_400_8-d0.2.pt,0.0718469693213919
24a,English,Fernandez,low,sg,0,0,the halls,of the apartment,halls,apartment,Susan admired the halls of the apartment that MASKTOKEN painted.,Susan admired the halls of the apartment that,$SG,Susan admired the halls of the apartment that MASKTOKEN painted.,wikitext-103_LSTM_400_8-d0.2.pt,0.102510229589555
24a,English,Fernandez,high,sg,0,0,the hall,of the apartments,hall,apartments,Susan admired the hall of the apartments that MASKTOKEN painted.,Susan admired the hall of the apartments that,$SG,Susan admired the hall of the apartments that MASKTOKEN painted.,wikitext-103_LSTM_400_8-d0.2.pt,0.0490985780205299
24a,English,Fernandez,low,pl,0,0,the hall,of the apartments,hall,apartments,Susan admired the hall of the apartments that MASKTOKEN painted.,Susan admired the hall of the apartments that,$PL,Susan admired the hall of the apartments that MASKTOKEN painted.,wikitext-103_LSTM_400_8-d0.2.pt,0.1414090007326862
24a,English,Fernandez,high,pl,0,0,the halls,of the apartment,halls,apartment,Susan admired the halls of the apartment that MASKTOKEN painted.,Susan admired the halls of the apartment that,$PL,Susan admired the halls of the apartment that MASKTOKEN painted.,wikitext-103_LSTM_400_8-d0.2.pt,0.0916923153948801
1,English,Cuetos_Mitchell,low,sg,0,0,the books,of the girl,books,girl,Peter was looking at the books of the girl that MASKTOKEN in the living room.,Peter was looking at the books of the girl that,$SG,Peter was looking at the books of the girl that MASKTOKEN in the living room.,wikitext-103_LSTM_400_8-d0.2.pt,0.1238492349852542
1,English,Cuetos_Mitchell,high,sg,0,0,the book,of the girls,book,girls,Peter was looking at the book of the girls that MASKTOKEN in the living room.,Peter was looking at the book of the girls that,$SG,Peter was looking at the book of the girls that MASKTOKEN in the living room.,wikitext-103_LSTM_400_8-d0.2.pt,0.0325616479137522
1,English,Cuetos_Mitchell,low,pl,0,0,the book,of the girls,book,girls,Peter was looking at the book of the girls that MASKTOKEN in the living room.,Peter was looking at the book of the girls that,$PL,Peter was looking at the book of the girls that MASKTOKEN in the living room.,wikitext-103_LSTM_400_8-d0.2.pt,0.1271827256934763
1,English,Cuetos_Mitchell,high,pl,0,0,the books,of the girl,books,girl,Peter was looking at the books of the girl that MASKTOKEN in the living room.,Peter was looking at the books of the girl that,$PL,Peter was looking at the books of the girl that MASKTOKEN in the living room.,wikitext-103_LSTM_400_8-d0.2.pt,0.0503869914675938
2,English,Cuetos_Mitchell,low,sg,0,0,the servants,of the actress,servants,actress,Someone shot the servants of the actress who MASKTOKEN on the balcony.,Someone shot the servants of the actress who,$SG,Someone shot the servants of the actress who MASKTOKEN on the balcony.,wikitext-103_LSTM_400_8-d0.2.pt,0.1322955249735526
2,English,Cuetos_Mitchell,high,sg,0,0,the servant,of the actresses,servant,actresses,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,Someone shot the servant of the actresses who,$SG,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,wikitext-103_LSTM_400_8-d0.2.pt,0.0227763844249779
2,English,Cuetos_Mitchell,low,pl,0,0,the servant,of the actresses,servant,actresses,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,Someone shot the servant of the actresses who,$PL,Someone shot the servant of the actresses who MASKTOKEN on the balcony.,wikitext-103_LSTM_400_8-d0.2.pt,0.2810311204241369
2,English,Cuetos_Mitchell,high,pl,0,0,the servants,of the actress,servants,actress,Someone shot the servants of the actress who MASKTOKEN on the balcony.,Someone shot the servants of the actress who,$PL,Someone shot the servants of the actress who MASKTOKEN on the balcony.,wikitext-103_LSTM_400_8-d0.2.pt,0.1574817563313235
3,English,Cuetos_Mitchell,low,sg,0,0,the friends,of the teacher,friends,teacher,John met the friends of the teacher who MASKTOKEN in Germany.,John met the friends of the teacher who,$SG,John met the friends of the teacher who MASKTOKEN in Germany.,wikitext-103_LSTM_400_8-d0.2.pt,0.1357427018370892
3,English,Cuetos_Mitchell,high,sg,0,0,the friend,of the teachers,friend,teachers,John met the friend of the teachers who MASKTOKEN in Germany.,John met the friend of the teachers who,$SG,John met the friend of the teachers who MASKTOKEN in Germany.,wikitext-103_LSTM_400_8-d0.2.pt,0.0200875180477025
3,English,Cuetos_Mitchell,low,pl,0,0,the friend,of the teachers,friend,teachers,John met the friend of the teachers who MASKTOKEN in Germany.,John met the friend of the teachers who,$PL,John met the friend of the teachers who MASKTOKEN in Germany.,wikitext-103_LSTM_400_8-d0.2.pt,0.1727032995594366
3,English,Cuetos_Mitchell,high,pl,0,0,the friends,of the teacher,friends,teacher,John met the friends of the teacher who MASKTOKEN in Germany.,John met the friends of the teacher who,$PL,John met the friends of the teacher who MASKTOKEN in Germany.,wikitext-103_LSTM_400_8-d0.2.pt,0.027755958504946
4,English,Cuetos_Mitchell,low,sg,0,0,the cases,of the tourist,cases,tourist,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourist that,$SG,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_8-d0.2.pt,0.1925296628287611
4,English,Cuetos_Mitchell,high,sg,0,0,the case,of the tourists,case,tourists,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourists that,$SG,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_8-d0.2.pt,0.056371435203939
4,English,Cuetos_Mitchell,low,pl,0,0,the case,of the tourists,case,tourists,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,A thief was keeping an eye on the case of the tourists that,$PL,A thief was keeping an eye on the case of the tourists that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_8-d0.2.pt,0.1396349148334934
4,English,Cuetos_Mitchell,high,pl,0,0,the cases,of the tourist,cases,tourist,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,A thief was keeping an eye on the cases of the tourist that,$PL,A thief was keeping an eye on the cases of the tourist that MASKTOKEN by the mailbox.,wikitext-103_LSTM_400_8-d0.2.pt,0.0577099835884276
5,English,Cuetos_Mitchell,low,sg,1,0,the animals,of the peasant,animals,peasant,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasant that,$SG,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_8-d0.2.pt,0.1156791642532537
5,English,Cuetos_Mitchell,high,sg,1,0,the animal,of the peasants,animal,peasants,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasants that,$SG,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_8-d0.2.pt,0.0431588286435768
5,English,Cuetos_Mitchell,low,pl,1,0,the animal,of the peasants,animal,peasants,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,The tourist photographed the animal of the peasants that,$PL,The tourist photographed the animal of the peasants that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_8-d0.2.pt,0.2097998457698437
5,English,Cuetos_Mitchell,high,pl,1,0,the animals,of the peasant,animals,peasant,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,The tourist photographed the animals of the peasant that,$PL,The tourist photographed the animals of the peasant that MASKTOKEN by the puddle.,wikitext-103_LSTM_400_8-d0.2.pt,0.1805114195185808
6,English,Cuetos_Mitchell,low,sg,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$SG,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_8-d0.2.pt,0.1194474665149029
6,English,Cuetos_Mitchell,high,sg,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$SG,The police arrested the sister of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_8-d0.2.pt,0.282057299680581
6,English,Cuetos_Mitchell,low,pl,0,1,the sister,of the driver,sister,driver,The police arrested the sister of the driver who MASKTOKEN in Melilla.,The police arrested the sister of the driver who,$PL,The police arrested the sister of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_8-d0.2.pt,0.01384933119702
6,English,Cuetos_Mitchell,high,pl,0,1,the sisters,of the driver,sisters,driver,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,The police arrested the sisters of the driver who,$PL,The police arrested the sisters of the driver who MASKTOKEN in Melilla.,wikitext-103_LSTM_400_8-d0.2.pt,0.0538988785185496
7,English,Cuetos_Mitchell,low,sg,1,0,the medicines,of the patient,medicines,patient,The nurse took the medicines of the patient that MASKTOKEN by the window.,The nurse took the medicines of the patient that,$SG,The nurse took the medicines of the patient that MASKTOKEN by the window.,wikitext-103_LSTM_400_8-d0.2.pt,0.1245861742981713
7,English,Cuetos_Mitchell,high,sg,1,0,the medicine,of the patients,medicine,patients,The nurse took the medicine of the patients that MASKTOKEN by the window.,The nurse took the medicine of the patients that,$SG,The nurse took the medicine of the patients that MASKTOKEN by the window.,wikitext-103_LSTM_400_8-d0.2.pt,0.0337397764529052
7,English,Cuetos_Mitchell,low,pl,1,0,the medicine,of the patients,medicine,patients,The nurse took the medicine of the patients that MASKTOKEN by the window.,The nurse took the medicine of the patients that,$PL,The nurse took the medicine of the patients that MASKTOKEN by the window.,wikitext-103_LSTM_400_8-d0.2.pt,0.1439361483994226
7,English,Cuetos_Mitchell,high,pl,1,0,the medicines,of the patient,medicines,patient,The nurse took the medicines of the patient that MASKTOKEN by the window.,The nurse took the medicines of the patient that,$PL,The nurse took the medicines of the patient that MASKTOKEN by the window.,wikitext-103_LSTM_400_8-d0.2.pt,0.0522361224844019
8,English,Cuetos_Mitchell,low,sg,1,1,the siblings,of the farmer,siblings,farmer,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,Andrew was speaking with the siblings of the farmer who,$SG,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_8-d0.2.pt,0.1243529586299572
8,English,Cuetos_Mitchell,high,sg,1,1,the sibling,of the farmers,sibling,farmers,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,Andrew was speaking with the sibling of the farmers who,$SG,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_8-d0.2.pt,0.016674156379008
8,English,Cuetos_Mitchell,low,pl,1,1,the sibling,of the farmers,sibling,farmers,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,Andrew was speaking with the sibling of the farmers who,$PL,Andrew was speaking with the sibling of the farmers who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_8-d0.2.pt,0.176905059257125
8,English,Cuetos_Mitchell,high,pl,1,1,the siblings,of the farmer,siblings,farmer,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,Andrew was speaking with the siblings of the farmer who,$PL,Andrew was speaking with the siblings of the farmer who MASKTOKEN in Brazil.,wikitext-103_LSTM_400_8-d0.2.pt,0.0606087504186394
9,English,Cuetos_Mitchell,low,sg,0,0,the shoes,of the guest,shoes,guest,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,The servant contemplated the shoes of the guest that,$SG,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_8-d0.2.pt,0.0834027260529683
9,English,Cuetos_Mitchell,high,sg,0,0,the shoe,of the guests,shoe,guests,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,The servant contemplated the shoe of the guests that,$SG,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_8-d0.2.pt,0.0194071117340826
9,English,Cuetos_Mitchell,low,pl,0,0,the shoe,of the guests,shoe,guests,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,The servant contemplated the shoe of the guests that,$PL,The servant contemplated the shoe of the guests that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_8-d0.2.pt,0.1153331199816491
9,English,Cuetos_Mitchell,high,pl,0,0,the shoes,of the guest,shoes,guest,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,The servant contemplated the shoes of the guest that,$PL,The servant contemplated the shoes of the guest that MASKTOKEN close to the fireplace.,wikitext-103_LSTM_400_8-d0.2.pt,0.0548744295407281
10,English,Cuetos_Mitchell,low,sg,0,1,the girlfriends,of the town leader,girlfriends,leader,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,Yesterday I met with the girlfriends of the town leader who,$SG,Yesterday I met with the girlfriends of the town leader who MASKTOKEN in Australia.,wikitext-103_LSTM_400_8-d0.2.pt,0.2525927671853103
10,English,Cuetos_Mitchell,high,sg,0,1,the girlfriend,of the town leaders,girlfriend,leaders,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,Yesterday I met with the girlfriend of the town leaders who,$SG,Yesterday I met with the girlfriend of the town leaders who MASKTOKEN in Australia.,wikitext-103_LSTM_400_8-d0.2.pt,0.0189086331957443
