item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
8,Spanish,A1,substance,def,ambi,sg,1,1,el vestido,de fibra,vestido,fibra,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,La joven actriz admiraba el vestido de fibra que,$ES_SG,La joven actriz admiraba el vestido de fibra que MASKTOKEN muy bonita.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2300926047215696,A,human,0.0
1,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el vaso,de jugo,vaso,jugo,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,Juan pidió el vaso de jugo que,$ES_SG,Juan pidió el vaso de jugo que MASKTOKEN encima de la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.1922201320715402,A,human,0.03
2,Spanish,A2,quantity,noAdj,ambi,sg,0,1,la botella,de vino,botella,vino,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,A María le gustaba la botella de vino que,$ES_SG,A María le gustaba la botella de vino que MASKTOKEN en la bodega.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2340761787975793,A,human,0.07
3,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de dulce,copa,dulce,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,Pedro se llevó la copa de dulce que,$ES_SG,Pedro se llevó la copa de dulce que MASKTOKEN al suelo.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3240376940746614,A,human,0.04
4,Spanish,A2,quantity,noAdj,ambi,sg,0,0,el saco,de arena,saco,arena,Andrés recogió el saco de arena que MASKTOKEN de la obra.,Andrés recogió el saco de arena que,$ES_SG,Andrés recogió el saco de arena que MASKTOKEN de la obra.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2569654561226571,A,human,0.15
5,Spanish,A2,quantity,noAdj,ambi,sg,0,1,el paquete,de carne,paquete,carne,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,El vendedor nos trajo el paquete de carne que,$ES_SG,El vendedor nos trajo el paquete de carne que MASKTOKEN en el mostrador.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3072055289489981,A,human,0.05
6,Spanish,A2,quantity,noAdj,ambi,sg,0,0,la maleta,de ropa,maleta,ropa,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,Cuando vamos de camping llevamos la maleta de ropa que,$ES_SG,Cuando vamos de camping llevamos la maleta de ropa que MASKTOKEN en verano.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.312133591549582,A,human,0.59
7,Spanish,A2,quantity,noAdj,ambi,sg,1,0,el caso,de manzana,caso,manzana,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,En el comedor encontrarás el caso de manzana que,$ES_SG,En el comedor encontrarás el caso de manzana que MASKTOKEN sobra la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.384399621369198,A,human,0.3
8,Spanish,A2,quantity,noAdj,ambi,sg,1,1,el paquete,de color,paquete,color,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,Julia recogió el paquete de color que,$ES_SG,Julia recogió el paquete de color que MASKTOKEN sobra la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2988488029328096,A,human,0.13
9,Spanish,A2,quantity,noAdj,ambi,sg,1,1,la copa,de jugo,copa,jugo,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,Mi madre no vió la copa de jugo que,$ES_SG,Mi madre no vió la copa de jugo que MASKTOKEN de hormigas.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2581941326572519,A,human,0.2
1,Spanish,B1,kinship,def,ambi,sg,0,1,la pariente,del chico,pariente,chico,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,La maestra estuvo hablando con la pariente del chico que,$ES_SG,La maestra estuvo hablando con la pariente del chico que MASKTOKEN en el hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2828343954672903,B,human,0.8
2,Spanish,B1,kinship,def,ambi,sg,0,1,la hija,del maestro,hija,maestro,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,Los periodistas entrevistaron a la hija del maestro que,$ES_SG,Los periodistas entrevistaron a la hija del maestro que MASKTOKEN un accidente.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.1615140069580292,B,human,0.41
3,Spanish,B1,kinship,def,ambi,sg,1,1,la chica,del trabajador,chica,trabajador,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,Andrés estuvo cenando con la sobrina del portero que,$ES_SG,Andrés estuvo cenando con la sobrina del portero que MASKTOKEN el verano pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2707979781798784,B,human,0.57
4,Spanish,B1,kinship,def,ambi,sg,1,1,la hermana,del ingeniero,hermana,ingeniero,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,Esta mañana me econtré con la tía del mecánico que,$ES_SG,Esta mañana me econtré con la tía del mecánico que MASKTOKEN en mi bloque de pisos.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2639469869908453,B,human,0.52
5,Spanish,B1,kinship,def,ambi,sg,0,0,la prima,del pintor,prima,pintor,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,La policía detuvo a la prima del pintor que,$ES_SG,La policía detuvo a la prima del pintor que MASKTOKEN en Marbella.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2587526633889752,B,human,0.35
6,Spanish,B1,kinship,def,ambi,sg,0,0,la hermana,de la enfermera,hermana,enfermera,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,El portero conversaba con la hermana de la enfermera que,$ES_SG,El portero conversaba con la hermana de la enfermera que MASKTOKEN amiga de mi madre.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2775434704351198,B,human,0.63
7,Spanish,B1,kinship,def,ambi,sg,1,0,de la hermana,del directivo,hermana,directivo,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,Todos en la oficina sintieron la muerta de la hermana del directivo que,$ES_SG,Todos en la oficina sintieron la muerta de la hermana del directivo que MASKTOKEN trabajado tanto tiempo en la empresa.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2357283737172935,B,human,0.39
8,Spanish,B1,kinship,def,ambi,sg,1,0,el hermano,del estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano del estudiante extranjero que MASKTOKEN el verano pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.25409023040379,B,human,0.45
9,Spanish,B1,kinship,def,ambi,sg,1,1,la madre,de la muchacha,madre,muchacha,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de la muchacha que,$ES_SG,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2016217531432573,B,human,0.07
1,Spanish,B2,functional,def,ambi,sg,0,1,al ayudante,del ministro,ayudante,ministro,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante del ministro que,$ES_SG,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2159173895365427,B,human,0.11
2,Spanish,B2,functional,def,ambi,sg,1,0,al ayudante,del actor,ayudante,actor,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,La policía también detuvo al ayudante del actor que,$ES_SG,La policía también detuvo al ayudante del actor que MASKTOKEN en la empresa. ,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2203585585747944,B,human,0.55
3,Spanish,B2,functional,def,ambi,sg,1,1,al asistente,del director,asistente,director,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente del director que,$ES_SG,El mes que viene envían al extranjero al asistente del director que MASKTOKEN un montón de horas en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.4512727288887532,B,human,0.33
4,Spanish,B2,functional,def,ambi,sg,0,0,la enfermera,del doctor,enfermera,doctor,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.1774027424215631,B,human,0.25
5,Spanish,B2,functional,def,ambi,sg,1,1,el alumno,del artista,alumno,artista,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno del artista que,$ES_SG,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2430959434228157,B,human,0.29
6,Spanish,B2,functional,def,ambi,sg,0,0,el asesor,del fiscal,asesor,fiscal,Mañana tengo una cita con el asesor del fiscal que MASKTOKEN en la fiesta de María.,Mañana tengo una cita con el asesor del fiscal que,$ES_SG,Mañana tengo una cita con el asesor del fiscal que MASKTOKEN en la fiesta de María.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3715361163050374,B,human,0.29
7,Spanish,B2,functional,def,ambi,sg,1,1,el consejero,de la adolescente,consejero,adolescente,Me dijeron que el consejero de la adolescente que MASKTOKEN en la televisión.,Me dijeron que el consejero de la adolescente que,$ES_SG,Me dijeron que el consejero de la adolescente que MASKTOKEN en la televisión.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2323893413673374,B,human,0.74
8,Spanish,B2,functional,def,ambi,sg,0,0,al consejero,del director,consejero,director,Ayer ví al consejero del director que MASKTOKEN en la oficina.,Ayer ví al consejero del director que,$ES_SG,Ayer ví al consejero del director que MASKTOKEN en la oficina.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2124448805666361,B,human,0.24
9,Spanish,B2,functional,def,ambi,sg,1,0,la analista,del embajador,analista,embajador,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que,$ES_SG,Durante la reunión el jefe de protocolo intentó hablar con la analista del embajador que MASKTOKEN en la fiesta.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.1699326524197264,B,human,0.13
1,Spanish,B3,possessive,noAdj,ambi,sg,0,0,el museo,de la ciudad,museo,ciudad,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,Los turistas admiraban el museo de la ciudad que,$ES_SG,Los turistas admiraban el museo de la ciudad que MASKTOKEN en agosto.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2428804149342767,B,human,0.59
2,Spanish,B3,possessive,noAdj,ambi,sg,0,1,el coche,de la empresa,coche,empresa,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,Juan se estrelló con el coche de la compañía que,$ES_SG,Juan se estrelló con el coche de la compañía que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2868327586701724,B,human,0.63
3,Spanish,B3,possessive,noAdj,ambi,sg,1,1,el aparato,de la tela,aparato,tela,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,Varios hombres trasladaron el aparato de la tela que se,$ES_SG,Varios hombres trasladaron el aparato de la tela que se MASKTOKEN incendiado.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.4037390782349046,B,human,0.75
4,Spanish,B3,possessive,noAdj,ambi,sg,1,0,la demanda,de la empresa,demanda,empresa,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,Los consultores vendieron la demanda de la empresa que,$ES_SG,Los consultores vendieron la demanda de la empresa que MASKTOKEN bajando la cotización.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.1746282883348868,B,human,0.3
5,Spanish,B3,possessive,noAdj,ambi,sg,0,0,la biblioteca,de la escuela,biblioteca,escuela,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,El gobernador compró libros para la biblioteca de la escuela que,$ES_SG,El gobernador compró libros para la biblioteca de la escuela que MASKTOKEN de construir.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.1812065718222779,B,human,0.61
6,Spanish,B3,possessive,noAdj,ambi,sg,1,1,la etiqueta,de la empresa,etiqueta,empresa,El columnista del periódico escribió sobre la mascota de la asociación que MASKTOKEN en agosto.,El columnista del periódico escribió sobre la mascota de la asociación que,$ES_SG,El columnista del periódico escribió sobre la mascota de la asociación que MASKTOKEN en agosto.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2574635871771527,B,human,0.08
1,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la ventana,del barco,ventana,barco,El piloto contemplaba el aeropuerto desde la ventana del barco que MASKTOKEN limpiando.,El piloto contemplaba el aeropuerto desde la ventana del barco que,$ES_SG,El piloto contemplaba el aeropuerto desde la ventana del barco que MASKTOKEN limpiando.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3331258830167485,B,human,0.63
2,Spanish,B4,inherentposs,noAdj,ambi,sg,0,1,la rama,del arbusto,rama,arbusto,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,Los ájaros no podán anidar en la rama del arbusto que,$ES_SG,Los ájaros no podán anidar en la rama del arbusto que MASKTOKEN el ño pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.1992232379973302,B,human,0.25
3,Spanish,B4,inherentposs,noAdj,ambi,sg,0,0,la puerta,de la casa,puerta,casa,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,El coche se detuvo ante la puerta de la casa que,$ES_SG,El coche se detuvo ante la puerta de la casa que MASKTOKEN claros signos de deterioro.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3346012904250983,B,human,0.73
4,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la llave,de la cocina,llave,cocina,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,El fontanero nos recomendó cambiar la llave de la cocina que,$ES_SG,El fontanero nos recomendó cambiar la llave de la cocina que MASKTOKEN el ño pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3546630297189495,B,human,0.51
5,Spanish,B4,inherentposs,noAdj,ambi,sg,1,0,el verso,del libro,verso,libro,Me gustó mucho el verso del libro que MASKTOKEN ayer.,Me gustó mucho el verso del libro que,$ES_SG,Me gustó mucho el verso del libro que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2508906594989639,B,human,0.47
6,Spanish,B4,inherentposs,noAdj,ambi,sg,1,1,la marca,del contenedor,marca,contenedor,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,Silvia no econtraba la marca del contenedor que,$ES_SG,Silvia no econtraba la marca del contenedor que MASKTOKEN de limpiar.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2883659234001356,B,human,0.65
7,Spanish,B4,inherentposs,noAdj,ambi,sg,1,0,la campana,de la bicicleta,campana,bicicleta,Tenemos que pintar la campana de la bicicleta que MASKTOKEN ayer.,Tenemos que pintar la campana de la bicicleta que,$ES_SG,Tenemos que pintar la campana de la bicicleta que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3508302858891738,B,human,0.71
8,Spanish,B4,inherentposs,noAdj,ambi,sg,0,0,la etiqueta,de la botella,etiqueta,botella,En la reunión nos mostraron la etiqueta de la botella que MASKTOKEN ayer.,En la reunión nos mostraron la etiqueta de la botella que,$ES_SG,En la reunión nos mostraron la etiqueta de la botella que MASKTOKEN ayer.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3007707447978873,B,human,0.31
9,Spanish,B4,inherentposs,noAdj,ambi,sg,0,1,el motor,del barco,motor,barco,El inspector de seguros fotografió el motor del barco que MASKTOKEN de agua.,El inspector de seguros fotografió el motor del barco que,$ES_SG,El inspector de seguros fotografió el motor del barco que MASKTOKEN de agua.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3118061420801297,B,human,0.63
1,Spanish,B5,rep,noAdj,ambi,sg,1,0,el dibujo,de la escultura,dibujo,escultura,Me sorprendió el dibujo de la escultura que MASKTOKEN en el ayuntamiento.,Me sorprendió el dibujo de la escultura que,$ES_SG,Me sorprendió el dibujo de la escultura que MASKTOKEN en el ayuntamiento.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3127250957542742,B,human,0.63
2,Spanish,B5,rep,noAdj,ambi,sg,0,0,el esquema,de la casa,esquema,casa,El diseñador accedió a mostrarnos el esquema de la casa que MASKTOKEN acabar antes del fin del verano.,El diseñador accedió a mostrarnos el esquema de la casa que,$ES_SG,El diseñador accedió a mostrarnos el esquema de la casa que MASKTOKEN acabar antes del fin del verano.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2827410123097991,B,human,0.63
3,Spanish,B5,rep,noAdj,ambi,sg,0,0,el dibujo,del edificio,dibujo,edificio,El arquitecto exhibió el dibujo del edificio que MASKTOKEN sobre la mesa.,El arquitecto exhibió el dibujo del edificio que,$ES_SG,El arquitecto exhibió el dibujo del edificio que MASKTOKEN sobre la mesa.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.4113560401796743,B,human,0.36
4,Spanish,B5,rep,noAdj,ambi,sg,0,0,el retrato,de la mujer,retrato,mujer,A Carlos le gustó el retrato de la mujer que MASKTOKEN en tu casa.,A Carlos le gustó el retrato de la mujer que,$ES_SG,A Carlos le gustó el retrato de la mujer que MASKTOKEN en tu casa.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.2757322902115362,B,human,0.09
5,Spanish,B5,rep,noAdj,ambi,sg,1,1,la foto,del chico,foto,chico,En todos los periódicos publicaron la foto del chico que MASKTOKEN mucho.,En todos los periódicos publicaron la foto del chico que,$ES_SG,En todos los periódicos publicaron la foto del chico que MASKTOKEN mucho.,es_lstm_hidden650_batch64_dropout0.2_lr20_3.pt,0.3101579791097606,B,human,0.8
