item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/dccuchile/bert-base-spanish-wwm-uncased_prob,/data/mrm8488/RuPERTa-base_prob
8,Spanish,B1,kinship,NP1indef,0.45,ambi,pl,1,0,unos hermanos,de los estudiantes extranjeros,hermanos,extranjeros,A todos nuestros amigos les gustaba unos hermanos de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba unos hermanos de los estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba unos hermanos de los estudiantes extranjeros que MASKTOKEN el verano pasado.,0.1658197119600484,0.255699088180819
8,Spanish,B1,kinship,NP1indef,0.45,low,pl,1,0,un hermano,de los estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba un hermano de los estudiantes extranjeros que MASKTOKEN el verano pasado.,0.03447311982447754,0.018310514997708083
8,Spanish,B1,kinship,NP1indef,0.45,high,pl,1,0,unos hermanos,del estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que,$ES_PL,A todos nuestros amigos les gustaba unos hermanos del estudiante extranjero que MASKTOKEN el verano pasado.,0.03496284179941678,0.0759364195529244
8,Spanish,B1,kinship,NP2indef,0.45,ambi,sg,1,0,el hermano,de un estudiante extranjero,hermano,extranjero,A todos nuestros amigos les gustaba el hermano de un estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de un estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba el hermano de un estudiante extranjero que MASKTOKEN el verano pasado.,0.0747200625987032,0.22443304095997973
8,Spanish,B1,kinship,NP2indef,0.45,low,sg,1,0,los hermanos,de un estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que,$ES_SG,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que MASKTOKEN el verano pasado.,0.1255933166324269,0.1692974812506236
8,Spanish,B1,kinship,NP2indef,0.45,high,sg,1,0,el hermano,de unos estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que,$ES_SG,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,0.029589255028981354,0.08640781106703344
8,Spanish,B1,kinship,NP2indef,0.45,ambi,pl,1,0,los hermanos,de unos estudiantes extranjeros,hermanos,extranjeros,A todos nuestros amigos les gustaba los hermanos de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos de unos estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba los hermanos de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,0.20528838381984604,0.28314534663667246
8,Spanish,B1,kinship,NP2indef,0.45,low,pl,1,0,el hermano,de unos estudiantes extranjeros,hermano,extranjeros,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que,$ES_PL,A todos nuestros amigos les gustaba el hermano de unos estudiantes extranjeros que MASKTOKEN el verano pasado.,0.18561306031155633,0.1237197973362214
8,Spanish,B1,kinship,NP2indef,0.45,high,pl,1,0,los hermanos,de un estudiante extranjero,hermanos,extranjero,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que MASKTOKEN el verano pasado.,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que,$ES_PL,A todos nuestros amigos les gustaba los hermanos de un estudiante extranjero que MASKTOKEN el verano pasado.,0.010923759610828698,0.037329510475267114
9,Spanish,B1,kinship,def,0.07,ambi,sg,1,1,la madre,de la muchacha,madre,muchacha,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de la muchacha que,$ES_SG,Estábamos preocupados por la madre de la muchacha que MASKTOKEN al hospital.,1.9564601443164378,0.5684055633075786
9,Spanish,B1,kinship,def,0.07,low,sg,1,1,las madres,de la muchacha,madres,muchacha,Estábamos preocupados por las madres de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por las madres de la muchacha que,$ES_SG,Estábamos preocupados por las madres de la muchacha que MASKTOKEN al hospital.,1.8895796053821714,0.01584773975075393
9,Spanish,B1,kinship,def,0.07,high,sg,1,1,la madre,de las muchachas,madre,muchachas,Estábamos preocupados por la madre de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por la madre de las muchachas que,$ES_SG,Estábamos preocupados por la madre de las muchachas que MASKTOKEN al hospital.,0.044060658825366326,0.26032109644029333
9,Spanish,B1,kinship,def,0.07,ambi,pl,1,1,las madres,de las muchachas,madres,muchachas,Estábamos preocupados por las madres de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por las madres de las muchachas que,$ES_PL,Estábamos preocupados por las madres de las muchachas que MASKTOKEN al hospital.,2.4905752922811253,0.5556295318543576
9,Spanish,B1,kinship,def,0.07,low,pl,1,1,la madre,de las muchachas,madre,muchachas,Estábamos preocupados por la madre de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por la madre de las muchachas que,$ES_PL,Estábamos preocupados por la madre de las muchachas que MASKTOKEN al hospital.,2.3608209312377744,0.25436901082119334
9,Spanish,B1,kinship,def,0.07,high,pl,1,1,las madres,de la muchacha,madres,muchacha,Estábamos preocupados por las madres de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por las madres de la muchacha que,$ES_PL,Estábamos preocupados por las madres de la muchacha que MASKTOKEN al hospital.,0.049042536251625385,0.6754227256766896
9,Spanish,B1,kinship,NP1indef,0.07,ambi,sg,1,1,una madre,de la muchacha,madre,muchacha,Estábamos preocupados por una madre de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por una madre de la muchacha que,$ES_SG,Estábamos preocupados por una madre de la muchacha que MASKTOKEN al hospital.,1.7525690785170376,0.49670115793946934
9,Spanish,B1,kinship,NP1indef,0.07,low,sg,1,1,unas madres,de la muchacha,madres,muchacha,Estábamos preocupados por unas madres de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por unas madres de la muchacha que,$ES_SG,Estábamos preocupados por unas madres de la muchacha que MASKTOKEN al hospital.,1.6334825088055307,0.06110240434561831
9,Spanish,B1,kinship,NP1indef,0.07,high,sg,1,1,una madre,de las muchachas,madre,muchachas,Estábamos preocupados por una madre de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por una madre de las muchachas que,$ES_SG,Estábamos preocupados por una madre de las muchachas que MASKTOKEN al hospital.,0.3558247499936253,0.3355558823694196
9,Spanish,B1,kinship,NP1indef,0.07,ambi,pl,1,1,unas madres,de las muchachas,madres,muchachas,Estábamos preocupados por unas madres de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por unas madres de las muchachas que,$ES_PL,Estábamos preocupados por unas madres de las muchachas que MASKTOKEN al hospital.,2.372412172858476,0.6131196585785901
9,Spanish,B1,kinship,NP1indef,0.07,low,pl,1,1,una madre,de las muchachas,madre,muchachas,Estábamos preocupados por una madre de las muchachas que MASKTOKEN al hospital.,Estábamos preocupados por una madre de las muchachas que,$ES_PL,Estábamos preocupados por una madre de las muchachas que MASKTOKEN al hospital.,2.0091201627147566,0.11719915962405025
9,Spanish,B1,kinship,NP1indef,0.07,high,pl,1,1,unas madres,de la muchacha,madres,muchacha,Estábamos preocupados por unas madres de la muchacha que MASKTOKEN al hospital.,Estábamos preocupados por unas madres de la muchacha que,$ES_PL,Estábamos preocupados por unas madres de la muchacha que MASKTOKEN al hospital.,0.15915082685637938,0.6307956562174724
9,Spanish,B1,kinship,NP2indef,0.07,ambi,sg,1,1,la madre,de una muchacha,madre,muchacha,Estábamos preocupados por la madre de una muchacha que MASKTOKEN al hospital.,Estábamos preocupados por la madre de una muchacha que,$ES_SG,Estábamos preocupados por la madre de una muchacha que MASKTOKEN al hospital.,2.300315372318238,0.5902018055762142
9,Spanish,B1,kinship,NP2indef,0.07,low,sg,1,1,las madres,de una muchacha,madres,muchacha,Estábamos preocupados por las madres de una muchacha que MASKTOKEN al hospital.,Estábamos preocupados por las madres de una muchacha que,$ES_SG,Estábamos preocupados por las madres de una muchacha que MASKTOKEN al hospital.,2.360460083468002,0.4222522241038291
9,Spanish,B1,kinship,NP2indef,0.07,high,sg,1,1,la madre,de unas muchachas,madre,muchachas,Estábamos preocupados por la madre de unas muchachas que MASKTOKEN al hospital.,Estábamos preocupados por la madre de unas muchachas que,$ES_SG,Estábamos preocupados por la madre de unas muchachas que MASKTOKEN al hospital.,0.1191630886967773,0.03547682974350863
9,Spanish,B1,kinship,NP2indef,0.07,ambi,pl,1,1,las madres,de unas muchachas,madres,muchachas,Estábamos preocupados por las madres de unas muchachas que MASKTOKEN al hospital.,Estábamos preocupados por las madres de unas muchachas que,$ES_PL,Estábamos preocupados por las madres de unas muchachas que MASKTOKEN al hospital.,2.4483718072163825,0.6499477228452974
9,Spanish,B1,kinship,NP2indef,0.07,low,pl,1,1,la madre,de unas muchachas,madre,muchachas,Estábamos preocupados por la madre de unas muchachas que MASKTOKEN al hospital.,Estábamos preocupados por la madre de unas muchachas que,$ES_PL,Estábamos preocupados por la madre de unas muchachas que MASKTOKEN al hospital.,2.3297858874545447,0.7092303640427389
9,Spanish,B1,kinship,NP2indef,0.07,high,pl,1,1,las madres,de una muchacha,madres,muchacha,Estábamos preocupados por las madres de una muchacha que MASKTOKEN al hospital.,Estábamos preocupados por las madres de una muchacha que,$ES_PL,Estábamos preocupados por las madres de una muchacha que MASKTOKEN al hospital.,0.0455835903201051,0.19561502585892754
1,Spanish,B2,functional,def,0.11,ambi,sg,0,1,al ayudante,del ministro,ayudante,ministro,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante del ministro que,$ES_SG,La explosión ensordeció al ayudante del ministro que MASKTOKEN junto al almaén.,0.5062337038015983,0.3706971354903317
1,Spanish,B2,functional,def,0.11,low,sg,0,1,a los ayudantes,del ministro,ayudantes,ministro,La explosión ensordeció a los ayudantes del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes del ministro que,$ES_SG,La explosión ensordeció a los ayudantes del ministro que MASKTOKEN junto al almaén.,0.010695247900184945,0.13660859079297438
1,Spanish,B2,functional,def,0.11,high,sg,0,1,al ayudante,de los ministros,ayudante,ministros,La explosión ensordeció al ayudante de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de los ministros que,$ES_SG,La explosión ensordeció al ayudante de los ministros que MASKTOKEN junto al almaén.,0.49505361547471693,0.2902974699536287
1,Spanish,B2,functional,def,0.11,ambi,pl,0,1,a los ayudantes,de los ministros,ayudantes,ministros,La explosión ensordeció a los ayudantes de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes de los ministros que,$ES_PL,La explosión ensordeció a los ayudantes de los ministros que MASKTOKEN junto al almaén.,0.8539625583460264,0.5504879837916832
1,Spanish,B2,functional,def,0.11,low,pl,0,1,al ayudante,de los ministros,ayudante,ministros,La explosión ensordeció al ayudante de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de los ministros que,$ES_PL,La explosión ensordeció al ayudante de los ministros que MASKTOKEN junto al almaén.,0.11886407544296951,0.06737662393547339
1,Spanish,B2,functional,def,0.11,high,pl,0,1,a los ayudantes,del ministro,ayudantes,ministro,La explosión ensordeció a los ayudantes del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes del ministro que,$ES_PL,La explosión ensordeció a los ayudantes del ministro que MASKTOKEN junto al almaén.,0.8300041449653577,0.2571130959143204
1,Spanish,B2,functional,NP1indef,0.11,ambi,sg,0,1,a un ayudante,del ministro,ayudante,ministro,La explosión ensordeció a un ayudante del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a un ayudante del ministro que,$ES_SG,La explosión ensordeció a un ayudante del ministro que MASKTOKEN junto al almaén.,0.6191328449919951,0.34949682273179405
1,Spanish,B2,functional,NP1indef,0.11,low,sg,0,1,a unos ayudantes,del ministro,ayudantes,ministro,La explosión ensordeció a unos ayudantes del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a unos ayudantes del ministro que,$ES_SG,La explosión ensordeció a unos ayudantes del ministro que MASKTOKEN junto al almaén.,0.013054358439051561,0.06129802708190368
1,Spanish,B2,functional,NP1indef,0.11,high,sg,0,1,a un ayudante,de los ministros,ayudante,ministros,La explosión ensordeció a un ayudante de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a un ayudante de los ministros que,$ES_SG,La explosión ensordeció a un ayudante de los ministros que MASKTOKEN junto al almaén.,0.6479268603217818,0.3007696472159438
1,Spanish,B2,functional,NP1indef,0.11,ambi,pl,0,1,a unos ayudantes,de los ministros,ayudantes,ministros,La explosión ensordeció a unos ayudantes de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a unos ayudantes de los ministros que,$ES_PL,La explosión ensordeció a unos ayudantes de los ministros que MASKTOKEN junto al almaén.,0.8589490477902402,0.5257312972610251
1,Spanish,B2,functional,NP1indef,0.11,low,pl,0,1,a un ayudante,de los ministros,ayudante,ministros,La explosión ensordeció a un ayudante de los ministros que MASKTOKEN junto al almaén.,La explosión ensordeció a un ayudante de los ministros que,$ES_PL,La explosión ensordeció a un ayudante de los ministros que MASKTOKEN junto al almaén.,0.05198729780008193,0.02852096939896498
1,Spanish,B2,functional,NP1indef,0.11,high,pl,0,1,a unos ayudantes,del ministro,ayudantes,ministro,La explosión ensordeció a unos ayudantes del ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a unos ayudantes del ministro que,$ES_PL,La explosión ensordeció a unos ayudantes del ministro que MASKTOKEN junto al almaén.,0.8582715777995915,0.3535358673142852
1,Spanish,B2,functional,NP2indef,0.11,ambi,sg,0,1,al ayudante,de un ministro,ayudante,ministro,La explosión ensordeció al ayudante de un ministro que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de un ministro que,$ES_SG,La explosión ensordeció al ayudante de un ministro que MASKTOKEN junto al almaén.,0.6330005680329975,0.37085923259246556
1,Spanish,B2,functional,NP2indef,0.11,low,sg,0,1,a los ayudantes,de un ministro,ayudantes,ministro,La explosión ensordeció a los ayudantes de un ministro que MASKTOKEN junto al almaén.,La explosión ensordeció a los ayudantes de un ministro que,$ES_SG,La explosión ensordeció a los ayudantes de un ministro que MASKTOKEN junto al almaén.,0.1696216569982738,0.4060576698117302
1,Spanish,B2,functional,NP2indef,0.11,high,sg,0,1,al ayudante,de unos ministros,ayudante,ministros,La explosión ensordeció al ayudante de unos ministros que MASKTOKEN junto al almaén.,La explosión ensordeció al ayudante de unos ministros que,$ES_SG,La explosión ensordeció al ayudante de unos ministros que MASKTOKEN junto al almaén.,0.07508868964262305,0.015988162789263072
