item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/gpt2-xl_prob
6,English,B1,kinship,def,0.72,ambi,pl,0,0,the sisters,of the nurses,sisters,nurses,The doorman was talking to the sisters of the nurses who MASKTOKEN my mother’s friend.,The doorman was talking to the sisters of the nurses who,$PL,The doorman was talking to the sisters of the nurses who,0.5083752918447786
6,English,B1,kinship,def,0.72,low,pl,0,0,the sister,of the nurses,sister,nurses,The doorman was talking to the sister of the nurses who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of the nurses who,$PL,The doorman was talking to the sister of the nurses who,0.2071391561090562
6,English,B1,kinship,def,0.72,high,pl,0,0,the sisters,of the nurse,sisters,nurse,The doorman was talking to the sisters of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sisters of the nurse who,$PL,The doorman was talking to the sisters of the nurse who,0.010699451993262943
6,English,B1,kinship,NP1indef,0.72,ambi,sg,0,0,a sister,of the nurse,sister,nurse,The doorman was talking to a sister of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to a sister of the nurse who,$SG,The doorman was talking to a sister of the nurse who,0.4586016457287104
6,English,B1,kinship,NP1indef,0.72,low,sg,0,0,some sisters,of the nurse,sisters,nurse,The doorman was talking to some sisters of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to some sisters of the nurse who,$SG,The doorman was talking to some sisters of the nurse who,0.4185216300516421
6,English,B1,kinship,NP1indef,0.72,high,sg,0,0,a sister,of the nurses,sister,nurses,The doorman was talking to a sister of the nurses who MASKTOKEN my mother’s friend.,The doorman was talking to a sister of the nurses who,$SG,The doorman was talking to a sister of the nurses who,0.31247900397735107
6,English,B1,kinship,NP1indef,0.72,ambi,pl,0,0,some sisters,of the nurses,sisters,nurses,The doorman was talking to some sisters of the nurses who MASKTOKEN my mother’s friend.,The doorman was talking to some sisters of the nurses who,$PL,The doorman was talking to some sisters of the nurses who,0.5699515359927243
6,English,B1,kinship,NP1indef,0.72,low,pl,0,0,a sister,of the nurses,sister,nurses,The doorman was talking to a sister of the nurses who MASKTOKEN my mother’s friend.,The doorman was talking to a sister of the nurses who,$PL,The doorman was talking to a sister of the nurses who,0.16798265535633705
6,English,B1,kinship,NP1indef,0.72,high,pl,0,0,some sisters,of the nurse,sisters,nurse,The doorman was talking to some sisters of the nurse who MASKTOKEN my mother’s friend.,The doorman was talking to some sisters of the nurse who,$PL,The doorman was talking to some sisters of the nurse who,0.032725314207911804
6,English,B1,kinship,NP2indef,0.72,ambi,sg,0,0,the sister,of a nurse,sister,nurse,The doorman was talking to the sister of a nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of a nurse who,$SG,The doorman was talking to the sister of a nurse who,0.4418972147449065
6,English,B1,kinship,NP2indef,0.72,low,sg,0,0,the sisters,of a nurse,sisters,nurse,The doorman was talking to the sisters of a nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sisters of a nurse who,$SG,The doorman was talking to the sisters of a nurse who,0.3856701201984274
6,English,B1,kinship,NP2indef,0.72,high,sg,0,0,the sister,of some nurses,sister,nurses,The doorman was talking to the sister of some nurses who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of some nurses who,$SG,The doorman was talking to the sister of some nurses who,0.07072997729934183
6,English,B1,kinship,NP2indef,0.72,ambi,pl,0,0,the sisters,of some nurses,sisters,nurses,The doorman was talking to the sisters of some nurses who MASKTOKEN my mother’s friend.,The doorman was talking to the sisters of some nurses who,$PL,The doorman was talking to the sisters of some nurses who,0.4844660591956629
6,English,B1,kinship,NP2indef,0.72,low,pl,0,0,the sister,of some nurses,sister,nurses,The doorman was talking to the sister of some nurses who MASKTOKEN my mother’s friend.,The doorman was talking to the sister of some nurses who,$PL,The doorman was talking to the sister of some nurses who,0.4099218876005086
6,English,B1,kinship,NP2indef,0.72,high,pl,0,0,the sisters,of a nurse,sisters,nurse,The doorman was talking to the sisters of a nurse who MASKTOKEN my mother’s friend.,The doorman was talking to the sisters of a nurse who,$PL,The doorman was talking to the sisters of a nurse who,0.008370071248163358
7,English,B1,kinship,def,0.65,ambi,sg,1,0,the brother,of the director,brother,director,Everybody in the office felt sorry about the death of the brother of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of the director who,$SG,Everybody in the office felt sorry about the death of the brother of the director who,0.24569790456636387
7,English,B1,kinship,def,0.65,low,sg,1,0,the brothers,of the director,brothers,director,Everybody in the office felt sorry about the death of the brothers of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brothers of the director who,$SG,Everybody in the office felt sorry about the death of the brothers of the director who,0.2047378463438232
7,English,B1,kinship,def,0.65,high,sg,1,0,the brother,of the directors,brother,directors,Everybody in the office felt sorry about the death of the brother of the directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of the directors who,$SG,Everybody in the office felt sorry about the death of the brother of the directors who,0.18267972891517203
7,English,B1,kinship,def,0.65,ambi,pl,1,0,the brothers,of the directors,brothers,directors,Everybody in the office felt sorry about the death of the brothers of the directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brothers of the directors who,$PL,Everybody in the office felt sorry about the death of the brothers of the directors who,0.2709252613534714
7,English,B1,kinship,def,0.65,low,pl,1,0,the brother,of the directors,brother,directors,Everybody in the office felt sorry about the death of the brother of the directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of the directors who,$PL,Everybody in the office felt sorry about the death of the brother of the directors who,0.08111691404560739
7,English,B1,kinship,def,0.65,high,pl,1,0,the brothers,of the director,brothers,director,Everybody in the office felt sorry about the death of the brothers of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brothers of the director who,$PL,Everybody in the office felt sorry about the death of the brothers of the director who,0.03025927811796114
7,English,B1,kinship,NP1indef,0.65,ambi,sg,1,0,a brother,of the director,brother,director,Everybody in the office felt sorry about the death of a brother of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of a brother of the director who,$SG,Everybody in the office felt sorry about the death of a brother of the director who,0.30494883203638823
7,English,B1,kinship,NP1indef,0.65,low,sg,1,0,some brothers,of the director,brothers,director,Everybody in the office felt sorry about the death of some brothers of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of some brothers of the director who,$SG,Everybody in the office felt sorry about the death of some brothers of the director who,0.23758857336457462
7,English,B1,kinship,NP1indef,0.65,high,sg,1,0,a brother,of the directors,brother,directors,Everybody in the office felt sorry about the death of a brother of the directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of a brother of the directors who,$SG,Everybody in the office felt sorry about the death of a brother of the directors who,0.2722142209972198
7,English,B1,kinship,NP1indef,0.65,ambi,pl,1,0,some brothers,of the directors,brothers,directors,Everybody in the office felt sorry about the death of some brothers of the directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of some brothers of the directors who,$PL,Everybody in the office felt sorry about the death of some brothers of the directors who,0.31899880263964375
7,English,B1,kinship,NP1indef,0.65,low,pl,1,0,a brother,of the directors,brother,directors,Everybody in the office felt sorry about the death of a brother of the directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of a brother of the directors who,$PL,Everybody in the office felt sorry about the death of a brother of the directors who,0.025633032045843773
7,English,B1,kinship,NP1indef,0.65,high,pl,1,0,some brothers,of the director,brothers,director,Everybody in the office felt sorry about the death of some brothers of the director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of some brothers of the director who,$PL,Everybody in the office felt sorry about the death of some brothers of the director who,0.06893155912736537
7,English,B1,kinship,NP2indef,0.65,ambi,sg,1,0,the brother,of a director,brother,director,Everybody in the office felt sorry about the death of the brother of a director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of a director who,$SG,Everybody in the office felt sorry about the death of the brother of a director who,0.29350832610704813
7,English,B1,kinship,NP2indef,0.65,low,sg,1,0,the brothers,of a director,brothers,director,Everybody in the office felt sorry about the death of the brothers of a director who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brothers of a director who,$SG,Everybody in the office felt sorry about the death of the brothers of a director who,0.26141117429834715
7,English,B1,kinship,NP2indef,0.65,high,sg,1,0,the brother,of some directors,brother,directors,Everybody in the office felt sorry about the death of the brother of some directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of some directors who,$SG,Everybody in the office felt sorry about the death of the brother of some directors who,0.1354320351027336
7,English,B1,kinship,NP2indef,0.65,ambi,pl,1,0,the brothers,of some directors,brothers,directors,Everybody in the office felt sorry about the death of the brothers of some directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brothers of some directors who,$PL,Everybody in the office felt sorry about the death of the brothers of some directors who,0.29723326831183217
7,English,B1,kinship,NP2indef,0.65,low,pl,1,0,the brother,of some directors,brother,directors,Everybody in the office felt sorry about the death of the brother of some directors who MASKTOKEN in the corporation.,Everybody in the office felt sorry about the death of the brother of some directors who,$PL,Everybody in the office felt sorry about the death of the brother of some directors who,0.17196809557756287
