item,lang,expType,exp,contrast,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob,expCat,N2PropSource,N2Prop
2,English,B5,rep,noAdj,ambi,sg,1,0,the sketch,of the house,sketch,house,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,The designer agreed to show us the sketch of the house that,$SG,The designer agreed to show us the sketch of the house that MASKTOKEN finished before the end of the summer.,wikitext-103_LSTM_400_4-d0.2.pt,0.1931318485030022,B,human,0.66
3,English,B5,rep,noAdj,ambi,sg,0,0,the drawing,of the building,drawing,building,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,The architect exhibited the drawing of the building that,$SG,The architect exhibited the drawing of the building that MASKTOKEN commissioned.,wikitext-103_LSTM_400_4-d0.2.pt,0.2964063099816512,B,human,0.61
4,English,B5,rep,noAdj,ambi,sg,0,0,the portrait,of the woman,portrait,woman,Charles liked the portrait of the woman that MASKTOKEN at your house.,Charles liked the portrait of the woman that,$SG,Charles liked the portrait of the woman that MASKTOKEN at your house.,wikitext-103_LSTM_400_4-d0.2.pt,0.1659540355600484,B,human,0.12
5,English,B5,rep,noAdj,ambi,sg,0,0,the photograph,of the boy,photograph,boy,All the newspapers published the photograph of the boy that MASKTOKEN liked so much.,All the newspapers published the photograph of the boy that,$SG,All the newspapers published the photograph of the boy that MASKTOKEN liked so much.,wikitext-103_LSTM_400_4-d0.2.pt,0.1340214862395488,B,human,0.87
6,English,B5,rep,noAdj,ambi,sg,0,0,the painting,of the cave,painting,cave,Sara did the painting of the cave that MASKTOKEN so gloomy.,Sara did the painting of the cave that,$SG,Sara did the painting of the cave that MASKTOKEN so gloomy.,wikitext-103_LSTM_400_4-d0.2.pt,0.2152947850521887,B,human,0.36
7,English,B5,rep,noAdj,ambi,sg,0,0,the picture,of the house,picture,house,The collector lost the picture of the house that MASKTOKEN so dark.,The collector lost the picture of the house that,$SG,The collector lost the picture of the house that MASKTOKEN so dark.,wikitext-103_LSTM_400_4-d0.2.pt,0.1990614555046459,B,human,0.62
8,English,B5,rep,noAdj,ambi,sg,0,0,the painting,of the beach,painting,beach,Suzanne sold the painting of the beach that MASKTOKEN liked by her friends,Suzanne sold the painting of the beach that,$SG,Suzanne sold the painting of the beach that MASKTOKEN liked by her friends,wikitext-103_LSTM_400_4-d0.2.pt,0.228379584334025,B,human,0.15
9,English,B5,rep,noAdj,ambi,sg,1,0,the print,of the park,print,park,The critics judged very harshly the print of the park that MASKTOKEN attracting the most visitors.,The critics judged very harshly the print of the park that,$SG,The critics judged very harshly the print of the park that MASKTOKEN attracting the most visitors.,wikitext-103_LSTM_400_4-d0.2.pt,0.2034981504773014,B,human,0.45
1,English,B’,inanimposs,noAdj,ambi,sg,0,0,the book,of the student,book,student,The professor read the book of the student that MASKTOKEN in the dining-room.,The professor read the book of the student that,$SG,The professor read the book of the student that MASKTOKEN in the dining-room.,wikitext-103_LSTM_400_4-d0.2.pt,0.1612207085182042,B,human,0.43
2,English,B’,inanimposs,noAdj,ambi,sg,1,0,the case,of the traveler,case,traveler,The inspector observed the case of the traveler that MASKTOKEN in the station.,The inspector observed the case of the traveler that,$SG,The inspector observed the case of the traveler that MASKTOKEN in the station.,wikitext-103_LSTM_400_4-d0.2.pt,0.0778929547173552,B,human,0.55
3,English,B’,inanimposs,noAdj,ambi,sg,0,0,the car,of the driver,car,driver,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,The mechanics were modifying the car of the driver that,$SG,The mechanics were modifying the car of the driver that MASKTOKEN in the race.,wikitext-103_LSTM_400_4-d0.2.pt,0.1699633585078768,B,human,0.48
4,English,B’,inanimposs,noAdj,ambi,sg,0,0,the dress,of the girl,dress,girl,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,The dressmaker was sewing the dress of the girl that,$SG,The dressmaker was sewing the dress of the girl that MASKTOKEN on the floor.,wikitext-103_LSTM_400_4-d0.2.pt,0.1845266836792962,B,human,0.5
5,English,B’,inanimposs,noAdj,ambi,sg,0,0,the car,of the neighbor,car,neighbor,We borrowed the car of the neighbor that MASKTOKEN nearby.,We borrowed the car of the neighbor that,$SG,We borrowed the car of the neighbor that MASKTOKEN nearby.,wikitext-103_LSTM_400_4-d0.2.pt,0.1800510561640749,B,human,0.55
6,English,B’,inanimposs,noAdj,ambi,sg,0,0,the computer,of the secretary,computer,secretary,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,I had to borrow the computer of the secretary that,$SG,I had to borrow the computer of the secretary that MASKTOKEN in the office close to mine.,wikitext-103_LSTM_400_4-d0.2.pt,0.1205975043005533,B,human,0.55
1,English,C,with,def,ambi,sg,1,1,the sandwich,with the side,sandwich,side,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,The count ordered the sandwich with the side that,$SG,The count ordered the sandwich with the side that MASKTOKEN prepared especially well.,wikitext-103_LSTM_400_4-d0.2.pt,0.255349784684995,C,human,0.74
2,English,C,with,def,ambi,sg,1,1,the book,with the label,book,label,Laura lost the book with the label that MASKTOKEN given to her.,Laura lost the book with the label that,$SG,Laura lost the book with the label that MASKTOKEN given to her.,wikitext-103_LSTM_400_4-d0.2.pt,0.1704239091376962,C,human,0.85
3,English,C,with,def,ambi,sg,1,1,the hat,with the dress,hat,dress,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,Marta was wearing the hat with the dress that,$SG,Marta was wearing the hat with the dress that MASKTOKEN worn in summer.,wikitext-103_LSTM_400_4-d0.2.pt,0.3052408574154037,C,human,0.56
4,English,C,with,def,ambi,sg,0,0,the computer,with the screen,computer,screen,It was agreed to move the computer with the screen that MASKTOKEN brought recently to another building.,It was agreed to move the computer with the screen that,$SG,It was agreed to move the computer with the screen that MASKTOKEN brought recently to another building.,wikitext-103_LSTM_400_4-d0.2.pt,0.1734038742388861,C,human,0.42
5,English,C,with,def,ambi,sg,0,1,the radio,with the speaker,radio,speaker,I wanted to take the radio with the speaker that MASKTOKEN bought for a very low price.,I wanted to take the radio with the speaker that,$SG,I wanted to take the radio with the speaker that MASKTOKEN bought for a very low price.,wikitext-103_LSTM_400_4-d0.2.pt,0.1650376680861924,C,human,0.38
6,English,C,with,def,ambi,sg,0,0,the box,with the cover,box,cover,On the shelf I keep the box with the cover that MASKTOKEN varnished. ,On the shelf I keep the box with the cover that,$SG,On the shelf I keep the box with the cover that MASKTOKEN varnished. ,wikitext-103_LSTM_400_4-d0.2.pt,0.3747483708415924,C,human,0.59
7,English,C,with,def,ambi,sg,0,1,the ship,with the pole,ship,pole,The captain authorized the departure of the ship with the pole that MASKTOKEN repaired.,The captain authorized the departure of the ship with the pole that,$SG,The captain authorized the departure of the ship with the pole that MASKTOKEN repaired.,wikitext-103_LSTM_400_4-d0.2.pt,0.1827854169181604,C,human,0.95
8,English,C,with,def,ambi,sg,1,1,the plate,with the candle,plate,candle,Yesterday I dropped the plate with the candle that MASKTOKEN made in Barcelona.,Yesterday I dropped the plate with the candle that,$SG,Yesterday I dropped the plate with the candle that MASKTOKEN made in Barcelona.,wikitext-103_LSTM_400_4-d0.2.pt,0.1960165442279295,C,human,0.82
9,English,C,with,def,ambi,sg,0,0,the house,with the pool,house,pool,The millionaire was shown the house with the pool that MASKTOKEN as big as half a football field.,The millionaire was shown the house with the pool that,$SG,The millionaire was shown the house with the pool that MASKTOKEN as big as half a football field.,wikitext-103_LSTM_400_4-d0.2.pt,0.2207954765503625,C,human,0.91
1,English,A1,substance,def,ambi,sg,0,0,the table,of wood,table,wood,In the garage we keep the table of wood that MASKTOKEN carved this Christmas holiday.,In the garage we keep the table of wood that,$SG,In the garage we keep the table of wood that MASKTOKEN carved this Christmas holiday.,wikitext-103_LSTM_400_5-d0.2.pt,0.1977847880941539,A,human,0.39
2,English,A1,substance,def,ambi,sg,0,1,the lamp,of material,lamp,material,To my sister they gave the lamp of material that MASKTOKEN polished until it looked like marble.,To my sister they gave the lamp of material that,$SG,To my sister they gave the lamp of material that MASKTOKEN polished until it looked like marble.,wikitext-103_LSTM_400_5-d0.2.pt,0.1971408171719364,A,human,0.13
3,English,A1,substance,def,ambi,sg,1,1,the shirt,of fabric,shirt,fabric,Yesterday they gave me the shirt of fabric that MASKTOKEN illegally imported. ,Yesterday they gave me the shirt of fabric that,$SG,Yesterday they gave me the shirt of fabric that MASKTOKEN illegally imported. ,wikitext-103_LSTM_400_5-d0.2.pt,0.213387812177709,A,human,0.3
4,English,A1,substance,def,ambi,sg,1,0,the blanket,of material,blanket,material,In the end Tomas brought the blanket of material that MASKTOKEN very expensive.,In the end Tomas brought the blanket of material that,$SG,In the end Tomas brought the blanket of material that MASKTOKEN very expensive.,wikitext-103_LSTM_400_5-d0.2.pt,0.1839387260149898,A,human,0.21
5,English,A1,substance,def,ambi,sg,0,1,the belt,of hide,belt,hide,Maria made the belt of hide that MASKTOKEN liked a lot.,Maria made the belt of hide that,$SG,Maria made the belt of hide that MASKTOKEN liked a lot.,wikitext-103_LSTM_400_5-d0.2.pt,0.2699362935075942,A,human,0.12
6,English,A1,substance,def,ambi,sg,0,1,the bell,of medal,bell,medal,Finally they placed the bell of medal that MASKTOKEN brought from the foundry.,Finally they placed the bell of medal that,$SG,Finally they placed the bell of medal that MASKTOKEN brought from the foundry.,wikitext-103_LSTM_400_5-d0.2.pt,0.1049501899495961,A,human,0.09
7,English,A1,substance,def,ambi,sg,0,1,the cake,of grain,cake,grain,Yesterday we ate the cake of grain that MASKTOKEN sold in the oriental shop.,Yesterday we ate the cake of grain that,$SG,Yesterday we ate the cake of grain that MASKTOKEN sold in the oriental shop.,wikitext-103_LSTM_400_5-d0.2.pt,0.2991676947938231,A,human,0.29
8,English,A1,substance,def,ambi,sg,1,1,the dress,of thread,dress,thread,The young actress admired the dress of thread that MASKTOKEN so beautiful.,The young actress admired the dress of thread that,$SG,The young actress admired the dress of thread that MASKTOKEN so beautiful.,wikitext-103_LSTM_400_5-d0.2.pt,0.2952133910207013,A,human,0.12
1,English,A2,quantity,noAdj,ambi,sg,0,0,the glass,of water,glass,water,John asked for the glass of water that MASKTOKEN on the table.,John asked for the glass of water that,$SG,John asked for the glass of water that MASKTOKEN on the table.,wikitext-103_LSTM_400_5-d0.2.pt,0.1774645321312173,A,human,0.16
2,English,A2,quantity,noAdj,ambi,sg,0,1,the bottle,of spirit,bottle,spirit,Mary liked the bottle of spirit that MASKTOKEN in the wine cellar.,Mary liked the bottle of spirit that,$SG,Mary liked the bottle of spirit that MASKTOKEN in the wine cellar.,wikitext-103_LSTM_400_5-d0.2.pt,0.192299633415971,A,human,0.54
4,English,A2,quantity,noAdj,ambi,sg,0,0,the sack,of sand,sack,sand,Andres picked up the sack of sand that MASKTOKEN brought from the construction site.,Andres picked up the sack of sand that,$SG,Andres picked up the sack of sand that MASKTOKEN brought from the construction site.,wikitext-103_LSTM_400_5-d0.2.pt,0.2392041310691768,A,human,0.56
5,English,A2,quantity,noAdj,ambi,sg,0,1,the package,of food,package,food,The clerk brought us the package of food that MASKTOKEN on the counter.,The clerk brought us the package of food that,$SG,The clerk brought us the package of food that MASKTOKEN on the counter.,wikitext-103_LSTM_400_5-d0.2.pt,0.217271828418025,A,human,0.28
7,English,A2,quantity,noAdj,ambi,sg,0,1,the basket,of fruit,basket,fruit,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,In the dining-room you will find the basket of fruit that,$SG,In the dining-room you will find the basket of fruit that MASKTOKEN on the table.,wikitext-103_LSTM_400_5-d0.2.pt,0.3506130699663887,A,human,0.7
8,English,A2,quantity,noAdj,ambi,sg,0,1,the can,of oil,can,oil,Julia picked up the can of oil that MASKTOKEN oily.,Julia picked up the can of oil that,$SG,Julia picked up the can of oil that MASKTOKEN oily.,wikitext-103_LSTM_400_5-d0.2.pt,0.235828178952909,A,human,0.34
9,English,A2,quantity,noAdj,ambi,sg,0,1,the jar,of preserve,jar,preserve,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,My mother didn’t see the jar of preserve that,$SG,My mother didn’t see the jar of preserve that MASKTOKEN crawling with ants.,wikitext-103_LSTM_400_5-d0.2.pt,0.3064002304035398,A,human,0.38
1,English,B1,kinship,def,ambi,sg,0,0,the relative,of the boy,relative,boy,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,The teacher was talking with the relative of the boy who,$SG,The teacher was talking with the relative of the boy who MASKTOKEN in the hospital.,wikitext-103_LSTM_400_5-d0.2.pt,0.2421872486746363,B,human,0.89
2,English,B1,kinship,def,ambi,sg,0,1,the daughter,of the captain,daughter,captain,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,The journalist had interviewed the daughter of the captain who,$SG,The journalist had interviewed the daughter of the captain who MASKTOKEN in an accident.,wikitext-103_LSTM_400_5-d0.2.pt,0.2542541512583125,B,human,0.7
3,English,B1,kinship,def,ambi,sg,1,0,the relative,of the servant,relative,servant,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,Andres had dinner with the relative of the servant who,$SG,Andres had dinner with the relative of the servant who MASKTOKEN happy last summer.,wikitext-103_LSTM_400_5-d0.2.pt,0.2601725311418972,B,human,0.53
