item,lang,exp,AttachType,antecedent,hasIC,verb,verbNum,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,model,prob
5,English,Rohde,high,NP1,0,gossiped,pl,with the secretaries,the lawyer,secretaries,lawyer,The woman gossiped with the secretaries of the lawyer who MASKTOKEN occasionally made small mistakes.,The woman gossiped with the secretaries of the lawyer who,$PL,The woman gossiped with the secretaries of the lawyer who MASKTOKEN occasionally made small mistakes.,wikitext-103_LSTM_400_3-d0.2.pt,0.075902892792819
6,English,Rohde,high,NP1,1,comforted,sg,the leader,the activists,leader,activists,The man comforted the leader of the activists who MASKTOKEN deeply disappointed by the court's decision.,The man comforted the leader of the activists who,$SG,The man comforted the leader of the activists who MASKTOKEN deeply disappointed by the court's decision.,wikitext-103_LSTM_400_3-d0.2.pt,0.059839386881395
6,English,Rohde,low,NP2,1,comforted,sg,the leaders,the activist,leaders,activist,The man comforted the leaders of the activist who MASKTOKEN deeply disappointed by the court's decision.,The man comforted the leaders of the activist who,$SG,The man comforted the leaders of the activist who MASKTOKEN deeply disappointed by the court's decision.,wikitext-103_LSTM_400_3-d0.2.pt,0.161696794877986
6,English,Rohde,low,NP2,1,comforted,pl,the leader,the activists,leader,activists,The man comforted the leader of the activists who MASKTOKEN deeply disappointed by the court's decision.,The man comforted the leader of the activists who,$PL,The man comforted the leader of the activists who MASKTOKEN deeply disappointed by the court's decision.,wikitext-103_LSTM_400_3-d0.2.pt,0.115635184156625
6,English,Rohde,high,NP1,1,comforted,pl,the leaders,the activist,leaders,activist,The man comforted the leaders of the activist who MASKTOKEN deeply disappointed by the court's decision.,The man comforted the leaders of the activist who,$PL,The man comforted the leaders of the activist who MASKTOKEN deeply disappointed by the court's decision.,wikitext-103_LSTM_400_3-d0.2.pt,0.095768125225758
6,English,Rohde,high,NP1,0,greeted,sg,the leader,the activists,leader,activists,The man greeted the leader of the activists who MASKTOKEN deeply disappointed by the court's decision.,The man greeted the leader of the activists who,$SG,The man greeted the leader of the activists who MASKTOKEN deeply disappointed by the court's decision.,wikitext-103_LSTM_400_3-d0.2.pt,0.067634570501138
6,English,Rohde,low,NP2,0,greeted,sg,the leaders,the activist,leaders,activist,The man greeted the leaders of the activist who MASKTOKEN deeply disappointed by the court's decision.,The man greeted the leaders of the activist who,$SG,The man greeted the leaders of the activist who MASKTOKEN deeply disappointed by the court's decision.,wikitext-103_LSTM_400_3-d0.2.pt,0.149596698053186
6,English,Rohde,low,NP2,0,greeted,pl,the leader,the activists,leader,activists,The man greeted the leader of the activists who MASKTOKEN deeply disappointed by the court's decision.,The man greeted the leader of the activists who,$PL,The man greeted the leader of the activists who MASKTOKEN deeply disappointed by the court's decision.,wikitext-103_LSTM_400_3-d0.2.pt,0.12078466753625
6,English,Rohde,high,NP1,0,greeted,pl,the leaders,the activist,leaders,activist,The man greeted the leaders of the activist who MASKTOKEN deeply disappointed by the court's decision.,The man greeted the leaders of the activist who,$PL,The man greeted the leaders of the activist who MASKTOKEN deeply disappointed by the court's decision.,wikitext-103_LSTM_400_3-d0.2.pt,0.096303840843589
7,English,Rohde,high,NP1,1,envies,sg,the manager,the cashiers,manager,cashiers,The woman envies the manager of the cashiers who MASKTOKEN supposedly received a huge raise.,The woman envies the manager of the cashiers who,$SG,The woman envies the manager of the cashiers who MASKTOKEN supposedly received a huge raise.,wikitext-103_LSTM_400_3-d0.2.pt,0.366142241637609
7,English,Rohde,low,NP2,1,envies,sg,the managers,the cashier,managers,cashier,The woman envies the managers of the cashier who MASKTOKEN supposedly received a huge raise.,The woman envies the managers of the cashier who,$SG,The woman envies the managers of the cashier who MASKTOKEN supposedly received a huge raise.,wikitext-103_LSTM_400_3-d0.2.pt,0.257186950549818
7,English,Rohde,low,NP2,1,envies,pl,the manager,the cashiers,manager,cashiers,The woman envies the manager of the cashiers who MASKTOKEN supposedly received a huge raise.,The woman envies the manager of the cashiers who,$PL,The woman envies the manager of the cashiers who MASKTOKEN supposedly received a huge raise.,wikitext-103_LSTM_400_3-d0.2.pt,0.036389548284891
7,English,Rohde,high,NP1,1,envies,pl,the managers,the cashier,managers,cashier,The woman envies the managers of the cashier who MASKTOKEN supposedly received a huge raise.,The woman envies the managers of the cashier who,$PL,The woman envies the managers of the cashier who MASKTOKEN supposedly received a huge raise.,wikitext-103_LSTM_400_3-d0.2.pt,0.106929585444099
7,English,Rohde,high,NP1,0,knows,sg,the manager,the cashiers,manager,cashiers,The woman knows the manager of the cashiers who MASKTOKEN supposedly received a huge raise.,The woman knows the manager of the cashiers who,$SG,The woman knows the manager of the cashiers who MASKTOKEN supposedly received a huge raise.,wikitext-103_LSTM_400_3-d0.2.pt,0.518437496857439
7,English,Rohde,low,NP2,0,knows,sg,the managers,the cashier,managers,cashier,The woman knows the managers of the cashier who MASKTOKEN supposedly received a huge raise.,The woman knows the managers of the cashier who,$SG,The woman knows the managers of the cashier who MASKTOKEN supposedly received a huge raise.,wikitext-103_LSTM_400_3-d0.2.pt,0.319536017366324
7,English,Rohde,low,NP2,0,knows,pl,the manager,the cashiers,manager,cashiers,The woman knows the manager of the cashiers who MASKTOKEN supposedly received a huge raise.,The woman knows the manager of the cashiers who,$PL,The woman knows the manager of the cashiers who MASKTOKEN supposedly received a huge raise.,wikitext-103_LSTM_400_3-d0.2.pt,0.052981710450599
7,English,Rohde,high,NP1,0,knows,pl,the managers,the cashier,managers,cashier,The woman knows the managers of the cashier who MASKTOKEN supposedly received a huge raise.,The woman knows the managers of the cashier who,$PL,The woman knows the managers of the cashier who MASKTOKEN supposedly received a huge raise.,wikitext-103_LSTM_400_3-d0.2.pt,0.203374438599631
8,English,Rohde,high,NP1,1,valued,sg,the daughter,the shopkeepers,daughter,shopkeepers,The man valued the daughter of the shopkeepers who MASKTOKEN usually willing to spot him a few dollars.,The man valued the daughter of the shopkeepers who,$SG,The man valued the daughter of the shopkeepers who MASKTOKEN usually willing to spot him a few dollars.,wikitext-103_LSTM_400_3-d0.2.pt,0.066816264795238
8,English,Rohde,low,NP2,1,valued,sg,the daughters,the shopkeeper,daughters,shopkeeper,The man valued the daughters of the shopkeeper who MASKTOKEN usually willing to spot him a few dollars.,The man valued the daughters of the shopkeeper who,$SG,The man valued the daughters of the shopkeeper who MASKTOKEN usually willing to spot him a few dollars.,wikitext-103_LSTM_400_3-d0.2.pt,0.236727958581226
8,English,Rohde,low,NP2,1,valued,pl,the daughter,the shopkeepers,daughter,shopkeepers,The man valued the daughter of the shopkeepers who MASKTOKEN usually willing to spot him a few dollars.,The man valued the daughter of the shopkeepers who,$PL,The man valued the daughter of the shopkeepers who MASKTOKEN usually willing to spot him a few dollars.,wikitext-103_LSTM_400_3-d0.2.pt,0.204104155857769
8,English,Rohde,high,NP1,1,valued,pl,the daughters,the shopkeeper,daughters,shopkeeper,The man valued the daughters of the shopkeeper who MASKTOKEN usually willing to spot him a few dollars.,The man valued the daughters of the shopkeeper who,$PL,The man valued the daughters of the shopkeeper who MASKTOKEN usually willing to spot him a few dollars.,wikitext-103_LSTM_400_3-d0.2.pt,0.064491279219497
8,English,Rohde,high,NP1,0,recognized,sg,the daughter,the shopkeepers,daughter,shopkeepers,The man recognized the daughter of the shopkeepers who MASKTOKEN usually willing to spot him a few dollars.,The man recognized the daughter of the shopkeepers who,$SG,The man recognized the daughter of the shopkeepers who MASKTOKEN usually willing to spot him a few dollars.,wikitext-103_LSTM_400_3-d0.2.pt,0.059897585115579
8,English,Rohde,low,NP2,0,recognized,sg,the daughters,the shopkeeper,daughters,shopkeeper,The man recognized the daughters of the shopkeeper who MASKTOKEN usually willing to spot him a few dollars.,The man recognized the daughters of the shopkeeper who,$SG,The man recognized the daughters of the shopkeeper who MASKTOKEN usually willing to spot him a few dollars.,wikitext-103_LSTM_400_3-d0.2.pt,0.215445810571575
8,English,Rohde,low,NP2,0,recognized,pl,the daughter,the shopkeepers,daughter,shopkeepers,The man recognized the daughter of the shopkeepers who MASKTOKEN usually willing to spot him a few dollars.,The man recognized the daughter of the shopkeepers who,$PL,The man recognized the daughter of the shopkeepers who MASKTOKEN usually willing to spot him a few dollars.,wikitext-103_LSTM_400_3-d0.2.pt,0.19650103755512
8,English,Rohde,high,NP1,0,recognized,pl,the daughters,the shopkeeper,daughters,shopkeeper,The man recognized the daughters of the shopkeeper who MASKTOKEN usually willing to spot him a few dollars.,The man recognized the daughters of the shopkeeper who,$PL,The man recognized the daughters of the shopkeeper who MASKTOKEN usually willing to spot him a few dollars.,wikitext-103_LSTM_400_3-d0.2.pt,0.060614076859599
9,English,Rohde,high,NP1,1,fears,sg,the uncle,the toddlers,uncle,toddlers,The woman fears the uncle of the toddlers who MASKTOKEN often heard yelling and screaming.,The woman fears the uncle of the toddlers who,$SG,The woman fears the uncle of the toddlers who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_3-d0.2.pt,0.519472305017326
9,English,Rohde,low,NP2,1,fears,sg,the uncles,the toddler,uncles,toddler,The woman fears the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,The woman fears the uncles of the toddler who,$SG,The woman fears the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_3-d0.2.pt,0.289990141742591
9,English,Rohde,low,NP2,1,fears,pl,the uncle,the toddlers,uncle,toddlers,The woman fears the uncle of the toddlers who MASKTOKEN often heard yelling and screaming.,The woman fears the uncle of the toddlers who,$PL,The woman fears the uncle of the toddlers who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_3-d0.2.pt,0.04278311355352
9,English,Rohde,high,NP1,1,fears,pl,the uncles,the toddler,uncles,toddler,The woman fears the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,The woman fears the uncles of the toddler who,$PL,The woman fears the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_3-d0.2.pt,0.161359562988844
9,English,Rohde,high,NP1,0,jogs,sg,with the uncle,the toddlers,uncle,toddlers,The woman jogs with the uncle of the toddlers who MASKTOKEN often heard yelling and screaming.,The woman jogs with the uncle of the toddlers who,$SG,The woman jogs with the uncle of the toddlers who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_3-d0.2.pt,0.405927845891098
9,English,Rohde,low,NP2,0,jogs,sg,with the uncles,the toddler,uncles,toddler,The woman jogs with the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,The woman jogs with the uncles of the toddler who,$SG,The woman jogs with the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_3-d0.2.pt,0.304169137256403
9,English,Rohde,low,NP2,0,jogs,pl,with the uncle,the toddlers,uncle,toddlers,The woman jogs with the uncle of the toddlers who MASKTOKEN often heard yelling and screaming.,The woman jogs with the uncle of the toddlers who,$PL,The woman jogs with the uncle of the toddlers who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_3-d0.2.pt,0.031438065170763
9,English,Rohde,high,NP1,0,jogs,pl,with the uncles,the toddler,uncles,toddler,The woman jogs with the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,The woman jogs with the uncles of the toddler who,$PL,The woman jogs with the uncles of the toddler who MASKTOKEN often heard yelling and screaming.,wikitext-103_LSTM_400_3-d0.2.pt,0.080036666597287
10,English,Rohde,high,NP1,1,noticed,sg,the representative,the employees,representative,employees,The man noticed the representative of the employees who MASKTOKEN always wearing safety goggles.,The man noticed the representative of the employees who,$SG,The man noticed the representative of the employees who MASKTOKEN always wearing safety goggles.,wikitext-103_LSTM_400_3-d0.2.pt,0.052423502113278
