item,lang,exp,AttachType,gender,N1_changed,N2_changed,N1,N2,mask_sents,auto_sents,target,sent,model,prob
11,Spanish,5,high,m,0,1,al criado,de la emperatriz,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,La policía detuvo al criado de la emperatriz que estuvo,$ES_Adj_m,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0149679122558713
11,Spanish,5,low,f,0,1,al criado,de la emperatriz,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,La policía detuvo al criado de la emperatriz que estuvo,$ES_Adj_f,La policía detuvo al criado de la emperatriz que estuvo MASKTOKEN antes por escandalo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0169437194570032
11,Spanish,5,high,f,0,1,a la criada,del emperador,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,La policía detuvo a la criada del emperador que estuvo,$ES_Adj_f,La policía detuvo a la criada del emperador que estuvo MASKTOKEN antes por escandalo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0114720856724419
12,Spanish,5,low,m,1,0,a la ayudante,del doctor,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,Esta tarde he visto a la ayudante del doctor que había sido,$ES_Adj_m,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0258151849188735
12,Spanish,5,high,m,1,0,al ayudante,de la doctora,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,Esta tarde he visto al ayudante de la doctora que había sido,$ES_Adj_m,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.023065477479204
12,Spanish,5,low,f,1,0,al ayudante,de la doctora,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,Esta tarde he visto al ayudante de la doctora que había sido,$ES_Adj_f,Esta tarde he visto al ayudante de la doctora que había sido MASKTOKEN el año pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0074158752734267
12,Spanish,5,high,f,1,0,a la ayudante,del doctor,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,Esta tarde he visto a la ayudante del doctor que había sido,$ES_Adj_f,Esta tarde he visto a la ayudante del doctor que había sido MASKTOKEN el año pasado.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0069466552331582
13,Spanish,5,low,m,0,1,la abuela,del chico,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con la abuela del chico que estaba,$ES_Adj_m,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0139091045050079
13,Spanish,5,high,m,0,1,el abuelo,de la chica,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con el abuelo de la chica que estaba,$ES_Adj_m,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0109398292505784
13,Spanish,5,low,f,0,1,el abuelo,de la chica,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con el abuelo de la chica que estaba,$ES_Adj_f,Los chicos se reían con el abuelo de la chica que estaba MASKTOKEN con un traje nuevo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.002793341912694
13,Spanish,5,high,f,0,1,la abuela,del chico,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,Los chicos se reían con la abuela del chico que estaba,$ES_Adj_f,Los chicos se reían con la abuela del chico que estaba MASKTOKEN con un traje nuevo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0040148762459233
13,Spanish,5,low,m,0,0,a la secretaria,del gerente,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,El cartero se acercó a la secretaria del gerente que estaba,$ES_Adj_m,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0161444454292636
13,Spanish,5,high,m,0,0,al secretario,de la gerente,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,El cartero se acercó al secretario de la gerente que estaba,$ES_Adj_m,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0211743622854296
13,Spanish,5,low,f,0,0,al secretario,de la gerente,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,El cartero se acercó al secretario de la gerente que estaba,$ES_Adj_f,El cartero se acercó al secretario de la gerente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0017275241370178
13,Spanish,5,high,f,0,0,a la secretaria,del gerente,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,El cartero se acercó a la secretaria del gerente que estaba,$ES_Adj_f,El cartero se acercó a la secretaria del gerente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0063996264832014
15,Spanish,5,low,m,0,0,de la nieta,del campesino,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,El turista hizo un dibujo de la nieta del campesino que estaba,$ES_Adj_m,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0080395359388321
15,Spanish,5,high,m,0,0,del nieto,de la campesina,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,El turista hizo un dibujo del nieto de la campesina que estaba,$ES_Adj_m,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0115821285563617
15,Spanish,5,low,f,0,0,del nieto,de la campesina,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,El turista hizo un dibujo del nieto de la campesina que estaba,$ES_Adj_f,El turista hizo un dibujo del nieto de la campesina que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0030897693394079
15,Spanish,5,high,f,0,0,de la nieta,del campesino,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,El turista hizo un dibujo de la nieta del campesino que estaba,$ES_Adj_f,El turista hizo un dibujo de la nieta del campesino que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0020881098803808
16,Spanish,5,low,m,0,0,la visitante,del paciente,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante del paciente que estaba,$ES_Adj_m,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0117252667900005
16,Spanish,5,high,m,0,0,el visitante,de la paciente,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante de la paciente que estaba,$ES_Adj_m,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0064976431460671
16,Spanish,5,low,f,0,0,el visitante,de la paciente,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,La enfermera tropezó con el visitante de la paciente que estaba,$ES_Adj_f,La enfermera tropezó con el visitante de la paciente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0018580756269507
16,Spanish,5,high,f,0,0,la visitante,del paciente,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,La enfermera tropezó con la visitante del paciente que estaba,$ES_Adj_f,La enfermera tropezó con la visitante del paciente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0031009222190477
17,Spanish,5,low,m,0,1,a la hija,del inmigrante,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija del inmigrante que estaba,$ES_Adj_m,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0121552695790729
17,Spanish,5,high,m,0,1,al hijo,de la inmigrante,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo de la inmigrante que estaba,$ES_Adj_m,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0079262590014073
17,Spanish,5,low,f,0,1,al hijo,de la inmigrante,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró al hijo de la inmigrante que estaba,$ES_Adj_f,El alguacil encerró al hijo de la inmigrante que estaba MASKTOKEN pidiendo limosna.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0020605161894426
17,Spanish,5,high,f,0,1,a la hija,del inmigrante,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,El alguacil encerró a la hija del inmigrante que estaba,$ES_Adj_f,El alguacil encerró a la hija del inmigrante que estaba MASKTOKEN pidiendo limosna.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0077210507578728
18,Spanish,5,low,m,0,1,a la hermana,del propietario,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,Los rumores acusaban a la hermana del propietario que estaba,$ES_Adj_m,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.018329252423421
18,Spanish,5,high,m,0,1,al hermano,de la propietaria,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,Los rumores acusaban al hermano de la propietaria que estaba,$ES_Adj_m,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0062537171494732
18,Spanish,5,low,f,0,1,al hermano,de la propietaria,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,Los rumores acusaban al hermano de la propietaria que estaba,$ES_Adj_f,Los rumores acusaban al hermano de la propietaria que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0026566955786684
18,Spanish,5,high,f,0,1,a la hermana,del propietario,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,Los rumores acusaban a la hermana del propietario que estaba,$ES_Adj_f,Los rumores acusaban a la hermana del propietario que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0111002139357679
19,Spanish,5,low,m,0,0,a la amiga,del estudiante,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga del estudiante que estaba,$ES_Adj_m,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0179025966096675
19,Spanish,5,high,m,0,0,al amigo,de la estudiante,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo de la estudiante que estaba,$ES_Adj_m,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0064066834370597
19,Spanish,5,low,f,0,0,al amigo,de la estudiante,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,El detective hizo una foto al amigo de la estudiante que estaba,$ES_Adj_f,El detective hizo una foto al amigo de la estudiante que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0026112743382274
19,Spanish,5,high,f,0,0,a la amiga,del estudiante,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,El detective hizo una foto a la amiga del estudiante que estaba,$ES_Adj_f,El detective hizo una foto a la amiga del estudiante que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0088653483586838
20,Spanish,5,low,m,0,0,a la hermana,del ministro,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana del ministro que estaba,$ES_Adj_m,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0128644849554066
20,Spanish,5,high,m,0,0,al hermano,de la ministra,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano de la ministra que estaba,$ES_Adj_m,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0088789175503123
20,Spanish,5,low,f,0,0,al hermano,de la ministra,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,María saludó al hermano de la ministra que estaba,$ES_Adj_f,María saludó al hermano de la ministra que estaba MASKTOKEN de volver a su pueblo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0027502754571195
20,Spanish,5,high,f,0,0,a la hermana,del ministro,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,María saludó a la hermana del ministro que estaba,$ES_Adj_f,María saludó a la hermana del ministro que estaba MASKTOKEN de volver a su pueblo.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0043635206846535
21,Spanish,5,low,m,0,1,la amiga,del jefe,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga del jefe que fue,$ES_Adj_m,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0326152302102767
21,Spanish,5,high,m,0,1,el amigo,de la jefa,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo de la jefa que fue,$ES_Adj_m,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0084956415860551
21,Spanish,5,low,f,0,1,el amigo,de la jefa,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con el amigo de la jefa que fue,$ES_Adj_f,Ayer me encontré con el amigo de la jefa que fue MASKTOKEN de nuestra empresa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.003035944674059
21,Spanish,5,high,f,0,1,la amiga,del jefe,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,Ayer me encontré con la amiga del jefe que fue,$ES_Adj_f,Ayer me encontré con la amiga del jefe que fue MASKTOKEN de nuestra empresa.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0112480947143899
22,Spanish,5,low,m,0,1,a la secretaria,del gerente,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria del gerente que estaba,$ES_Adj_m,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0177499235584375
22,Spanish,5,high,m,0,1,al secretario,de la gerente,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario de la gerente que estaba,$ES_Adj_m,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0120850752528972
22,Spanish,5,low,f,0,1,al secretario,de la gerente,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,El periodista entrevistó al secretario de la gerente que estaba,$ES_Adj_f,El periodista entrevistó al secretario de la gerente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0013819841434952
22,Spanish,5,high,f,0,1,a la secretaria,del gerente,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,El periodista entrevistó a la secretaria del gerente que estaba,$ES_Adj_f,El periodista entrevistó a la secretaria del gerente que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0083744608744996
23,Spanish,5,low,m,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_m,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0164731514341029
23,Spanish,5,high,m,0,0,el hermano,de la chica,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,Pedro se divertía con el hermano de la chica que estaba,$ES_Adj_m,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0095945248092412
23,Spanish,5,low,f,0,0,el hermano,de la chica,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,Pedro se divertía con el hermano de la chica que estaba,$ES_Adj_f,Pedro se divertía con el hermano de la chica que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0033035175256592
23,Spanish,5,high,f,0,0,a la hermana,del chico,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,Pedro se divertía con a la hermana del chico que estaba,$ES_Adj_f,Pedro se divertía con a la hermana del chico que estaba MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0059757492645106
24,Spanish,5,low,m,0,1,a la ayudante,del diputado,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus,$ES_Adj_m,La explosión alcanzó a la ayudante del diputado que fue ascendido por sus MASKTOKEN.,es_lstm_hidden650_batch64_dropout0.2_lr20_2.pt,0.0042967667448802
