item,lang,expType,exp,contrast,N2Prop,AttachType,verbNum,N1_changed,N2_changed,N1_full,N2_full,N1,N2,mask_sents,auto_sents,target,sent,/data/DeepESP/gpt2-spanish_prob,/data/mrm8488/spanish-gpt2_prob
3,Spanish,B2,functional,NP1indef,0.33,high,pl,1,1,a unos asistentes,del director,asistentes,director,El mes que viene envían al extranjero a unos asistentes del director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a unos asistentes del director que,$ES_PL,El mes que viene envían al extranjero a unos asistentes del director que,0.6347538152108427,0.47635222333121874
3,Spanish,B2,functional,NP2indef,0.33,ambi,sg,1,1,al asistente,de un director,asistente,director,El mes que viene envían al extranjero al asistente de un director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente de un director que,$ES_SG,El mes que viene envían al extranjero al asistente de un director que,0.5293700209464305,0.4834046539717747
3,Spanish,B2,functional,NP2indef,0.33,low,sg,1,1,a los asistentes,de un director,asistentes,director,El mes que viene envían al extranjero a los asistentes de un director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a los asistentes de un director que,$ES_SG,El mes que viene envían al extranjero a los asistentes de un director que,0.4664491403348734,0.3250664999275159
3,Spanish,B2,functional,NP2indef,0.33,high,sg,1,1,al asistente,de unos directores,asistente,directores,El mes que viene envían al extranjero al asistente de unos directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente de unos directores que,$ES_SG,El mes que viene envían al extranjero al asistente de unos directores que,0.06838998136194618,0.04803193588055876
3,Spanish,B2,functional,NP2indef,0.33,ambi,pl,1,1,a los asistentes,de unos directores,asistentes,directores,El mes que viene envían al extranjero a los asistentes de unos directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a los asistentes de unos directores que,$ES_PL,El mes que viene envían al extranjero a los asistentes de unos directores que,0.6292190727181151,0.4980080366915729
3,Spanish,B2,functional,NP2indef,0.33,low,pl,1,1,al asistente,de unos directores,asistente,directores,El mes que viene envían al extranjero al asistente de unos directores que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero al asistente de unos directores que,$ES_PL,El mes que viene envían al extranjero al asistente de unos directores que,0.6199900230562889,0.5268802054669379
3,Spanish,B2,functional,NP2indef,0.33,high,pl,1,1,a los asistentes,de un director,asistentes,director,El mes que viene envían al extranjero a los asistentes de un director que MASKTOKEN un montón de horas en la oficina.,El mes que viene envían al extranjero a los asistentes de un director que,$ES_PL,El mes que viene envían al extranjero a los asistentes de un director que,0.04425670457170838,0.1439953121808628
4,Spanish,B2,functional,def,0.25,ambi,sg,0,0,la enfermera,del doctor,enfermera,doctor,A la mayoría de los enfermos les gustaba la enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera del doctor que,0.16036349956781493,0.2140019699461959
4,Spanish,B2,functional,def,0.25,low,sg,0,0,las enfermeras,del doctor,enfermeras,doctor,A la mayoría de los enfermos les gustaba las enfermeras del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba las enfermeras del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba las enfermeras del doctor que,0.0185963151621813,0.10176131653613396
4,Spanish,B2,functional,def,0.25,high,sg,0,0,la enfermera,de los doctores,enfermera,doctores,A la mayoría de los enfermos les gustaba la enfermera de los doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera de los doctores que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera de los doctores que,0.03542907769298864,0.0713835011056716
4,Spanish,B2,functional,def,0.25,ambi,pl,0,0,las enfermeras,de los doctores,enfermeras,doctores,A la mayoría de los enfermos les gustaba las enfermeras de los doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba las enfermeras de los doctores que,$ES_PL,A la mayoría de los enfermos les gustaba las enfermeras de los doctores que,0.1952467079536575,0.24236148098459864
4,Spanish,B2,functional,def,0.25,low,pl,0,0,la enfermera,de los doctores,enfermera,doctores,A la mayoría de los enfermos les gustaba la enfermera de los doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera de los doctores que,$ES_PL,A la mayoría de los enfermos les gustaba la enfermera de los doctores que,0.1555280343038561,0.1795588891011306
4,Spanish,B2,functional,def,0.25,high,pl,0,0,las enfermeras,del doctor,enfermeras,doctor,A la mayoría de los enfermos les gustaba las enfermeras del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba las enfermeras del doctor que,$ES_PL,A la mayoría de los enfermos les gustaba las enfermeras del doctor que,0.16064805091274081,0.1689171968132328
4,Spanish,B2,functional,NP1indef,0.25,ambi,sg,0,0,una enfermera,del doctor,enfermera,doctor,A la mayoría de los enfermos les gustaba una enfermera del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba una enfermera del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba una enfermera del doctor que,0.1430147592888531,0.21726125979903088
4,Spanish,B2,functional,NP1indef,0.25,low,sg,0,0,unas enfermeras,del doctor,enfermeras,doctor,A la mayoría de los enfermos les gustaba unas enfermeras del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba unas enfermeras del doctor que,$ES_SG,A la mayoría de los enfermos les gustaba unas enfermeras del doctor que,0.012300837679031673,0.04143318846480071
4,Spanish,B2,functional,NP1indef,0.25,high,sg,0,0,una enfermera,de los doctores,enfermera,doctores,A la mayoría de los enfermos les gustaba una enfermera de los doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba una enfermera de los doctores que,$ES_SG,A la mayoría de los enfermos les gustaba una enfermera de los doctores que,0.10503441740063124,0.1129998739974667
4,Spanish,B2,functional,NP1indef,0.25,ambi,pl,0,0,unas enfermeras,de los doctores,enfermeras,doctores,A la mayoría de los enfermos les gustaba unas enfermeras de los doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba unas enfermeras de los doctores que,$ES_PL,A la mayoría de los enfermos les gustaba unas enfermeras de los doctores que,0.20080662863719567,0.2227768625480735
4,Spanish,B2,functional,NP1indef,0.25,low,pl,0,0,una enfermera,de los doctores,enfermera,doctores,A la mayoría de los enfermos les gustaba una enfermera de los doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba una enfermera de los doctores que,$ES_PL,A la mayoría de los enfermos les gustaba una enfermera de los doctores que,0.06497506643995621,0.11773259924559909
4,Spanish,B2,functional,NP1indef,0.25,high,pl,0,0,unas enfermeras,del doctor,enfermeras,doctor,A la mayoría de los enfermos les gustaba unas enfermeras del doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba unas enfermeras del doctor que,$ES_PL,A la mayoría de los enfermos les gustaba unas enfermeras del doctor que,0.18749609294430059,0.19450367370566823
4,Spanish,B2,functional,NP2indef,0.25,ambi,sg,0,0,la enfermera,de un doctor,enfermera,doctor,A la mayoría de los enfermos les gustaba la enfermera de un doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera de un doctor que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera de un doctor que,0.15662667219245918,0.27631808979776906
4,Spanish,B2,functional,NP2indef,0.25,low,sg,0,0,las enfermeras,de un doctor,enfermeras,doctor,A la mayoría de los enfermos les gustaba las enfermeras de un doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba las enfermeras de un doctor que,$ES_SG,A la mayoría de los enfermos les gustaba las enfermeras de un doctor que,0.12557483149301163,0.2544162685896083
4,Spanish,B2,functional,NP2indef,0.25,high,sg,0,0,la enfermera,de unos doctores,enfermera,doctores,A la mayoría de los enfermos les gustaba la enfermera de unos doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera de unos doctores que,$ES_SG,A la mayoría de los enfermos les gustaba la enfermera de unos doctores que,0.014335524369734287,0.03216011223893389
4,Spanish,B2,functional,NP2indef,0.25,ambi,pl,0,0,las enfermeras,de unos doctores,enfermeras,doctores,A la mayoría de los enfermos les gustaba las enfermeras de unos doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba las enfermeras de unos doctores que,$ES_PL,A la mayoría de los enfermos les gustaba las enfermeras de unos doctores que,0.17594832793693627,0.24228546151314845
4,Spanish,B2,functional,NP2indef,0.25,low,pl,0,0,la enfermera,de unos doctores,enfermera,doctores,A la mayoría de los enfermos les gustaba la enfermera de unos doctores que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba la enfermera de unos doctores que,$ES_PL,A la mayoría de los enfermos les gustaba la enfermera de unos doctores que,0.1694545530161804,0.23431347706141992
4,Spanish,B2,functional,NP2indef,0.25,high,pl,0,0,las enfermeras,de un doctor,enfermeras,doctor,A la mayoría de los enfermos les gustaba las enfermeras de un doctor que MASKTOKEN de empezar a trabajar en el hospital.,A la mayoría de los enfermos les gustaba las enfermeras de un doctor que,$ES_PL,A la mayoría de los enfermos les gustaba las enfermeras de un doctor que,0.017019060054678903,0.02841937718582699
5,Spanish,B2,functional,def,0.29,ambi,sg,1,1,el alumno,del artista,alumno,artista,Estuve conversando con el alumno del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno del artista que,$ES_SG,Estuve conversando con el alumno del artista que,0.2197207553194005,0.3244159167480518
5,Spanish,B2,functional,def,0.29,low,sg,1,1,los alumnos,del artista,alumnos,artista,Estuve conversando con los alumnos del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con los alumnos del artista que,$ES_SG,Estuve conversando con los alumnos del artista que,0.11034939668873278,0.29163053632836977
5,Spanish,B2,functional,def,0.29,high,sg,1,1,el alumno,de los artistas,alumno,artistas,Estuve conversando con el alumno de los artistas que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno de los artistas que,$ES_SG,Estuve conversando con el alumno de los artistas que,0.1293890927734509,0.11666215089570642
5,Spanish,B2,functional,def,0.29,ambi,pl,1,1,los alumnos,de los artistas,alumnos,artistas,Estuve conversando con los alumnos de los artistas que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con los alumnos de los artistas que,$ES_PL,Estuve conversando con los alumnos de los artistas que,0.25215334876395445,0.39499987622201616
5,Spanish,B2,functional,def,0.29,low,pl,1,1,el alumno,de los artistas,alumno,artistas,Estuve conversando con el alumno de los artistas que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno de los artistas que,$ES_PL,Estuve conversando con el alumno de los artistas que,0.06217520983390301,0.2557903705146316
5,Spanish,B2,functional,def,0.29,high,pl,1,1,los alumnos,del artista,alumnos,artista,Estuve conversando con los alumnos del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con los alumnos del artista que,$ES_PL,Estuve conversando con los alumnos del artista que,0.13433275868234773,0.038728190607017154
5,Spanish,B2,functional,NP1indef,0.29,ambi,sg,1,1,un alumno,del artista,alumno,artista,Estuve conversando con un alumno del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con un alumno del artista que,$ES_SG,Estuve conversando con un alumno del artista que,0.23503170125965056,0.3600503412028786
5,Spanish,B2,functional,NP1indef,0.29,low,sg,1,1,unos alumnos,del artista,alumnos,artista,Estuve conversando con unos alumnos del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con unos alumnos del artista que,$ES_SG,Estuve conversando con unos alumnos del artista que,0.02885942483068149,0.18240134009744224
5,Spanish,B2,functional,NP1indef,0.29,high,sg,1,1,un alumno,de los artistas,alumno,artistas,Estuve conversando con un alumno de los artistas que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con un alumno de los artistas que,$ES_SG,Estuve conversando con un alumno de los artistas que,0.14297025461603852,0.12560435955677463
5,Spanish,B2,functional,NP1indef,0.29,ambi,pl,1,1,unos alumnos,de los artistas,alumnos,artistas,Estuve conversando con unos alumnos de los artistas que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con unos alumnos de los artistas que,$ES_PL,Estuve conversando con unos alumnos de los artistas que,0.24522067104126677,0.394146761177808
5,Spanish,B2,functional,NP1indef,0.29,low,pl,1,1,un alumno,de los artistas,alumno,artistas,Estuve conversando con un alumno de los artistas que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con un alumno de los artistas que,$ES_PL,Estuve conversando con un alumno de los artistas que,0.06152724537318477,0.25410485677537054
5,Spanish,B2,functional,NP1indef,0.29,high,pl,1,1,unos alumnos,del artista,alumnos,artista,Estuve conversando con unos alumnos del artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con unos alumnos del artista que,$ES_PL,Estuve conversando con unos alumnos del artista que,0.2556715991729135,0.19961942998541815
5,Spanish,B2,functional,NP2indef,0.29,ambi,sg,1,1,el alumno,de un artista,alumno,artista,Estuve conversando con el alumno de un artista que MASKTOKEN en Paris durante un tiempo.,Estuve conversando con el alumno de un artista que,$ES_SG,Estuve conversando con el alumno de un artista que,0.2286366999992211,0.3930570047653532
