item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,model,surp
19,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before taking her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her kids on the roller coaster, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.267144203186035
19,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before taking him on the roller coaster, Victoria calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the MASKTOKEN calmly reassured Lucas that the loop wasn't dangerous at all.","Before taking him on the roller coaster, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,10.567376136779783
19,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before taking her on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before taking her on the roller coaster, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.287277221679688
20,CATAMARAN-OBJ-Match,Constraint,Match,her,"After taking her to any social event, Rebecca always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the MASKTOKEN always checked with Julia to see whether she actually had a good time.","After taking her to any social event, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,8.065714836120605
20,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After taking his clients to any social event, Rebecca always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the MASKTOKEN always checked with Elijah to see whether they actually had a good time.","After taking his clients to any social event, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,10.035171508789062
20,CATAMARAN-GEN-Match,No Constraint,Match,her,"After taking her clients to any social event, Rebecca always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the MASKTOKEN always checked with Julia to see whether they actually had a good time.","After taking her clients to any social event, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,8.538801193237305
20,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After taking him to any social event, Rebecca always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the MASKTOKEN always checked with Elijah to see whether he actually had a good time.","After taking him to any social event, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.283180236816406
21,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"Before showing him any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing him any new paintings, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,11.038674354553224
21,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before showing her any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her any new paintings, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.52337646484375
21,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before showing his patron any new paintings, Catherine typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the MASKTOKEN typically consulted Shawn to see which pieces were the best.","Before showing his patron any new paintings, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,10.40280818939209
21,CATAMARAN-GEN-Match,No Constraint,Match,her,"Before showing her patron any new paintings, Catherine typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the MASKTOKEN typically consulted Kelly to see which pieces were the best.","Before showing her patron any new paintings, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.200064659118652
22,CATAMARAN-GEN-Match,No Constraint,Match,her,"After nominating her roommate for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her roommate for class president, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.242895126342772
22,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After nominating him for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating him for class president, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,10.552906036376951
22,CATAMARAN-OBJ-Match,Constraint,Match,her,"After nominating her for class president, Nicole publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the MASKTOKEN publicly humiliated Destiny by sharing a private conversation all over social media.","After nominating her for class president, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.244483947753906
22,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After nominating his roommate for class president, Nicole publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the MASKTOKEN publicly humiliated Jerome by sharing a private conversation all over social media.","After nominating his roommate for class president, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,10.626349449157717
23,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"After watching his idol on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching his idol on the Voice, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.58553409576416
23,CATAMARAN-GEN-Match,No Constraint,Match,her,"After watching her idol on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her idol on the Voice, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,8.13554573059082
23,CATAMARAN-OBJ-Misma,Constraint,Mismatch,him,"After watching him on the Voice, Kimberly immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the MASKTOKEN immediately called up Francisco to discuss some of the highlights of the performance.","After watching him on the Voice, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.620647430419922
23,CATAMARAN-OBJ-Match,Constraint,Match,her,"After watching her on the Voice, Kimberly immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the MASKTOKEN immediately called up Selena to discuss some of the highlights of the performance.","After watching her on the Voice, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,8.426281929016113
24,CATAMARAN-OBJ-Match,Constraint,Match,her,"Before sending her the secret contract, Rachel repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the MASKTOKEN repeatedly made Crystal promise not to disclose the terms to anyone.","Before sending her the secret contract, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,9.424683570861816
24,CATAMARAN-GEN-Misma,No Constraint,Mismatch,his,"Before sending his associate the secret contract, Rachel repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending his associate the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending his associate the secret contract, the MASKTOKEN repeatedly made Raymond promise not to disclose the terms to anyone.","Before sending his associate the secret contract, the",woman,wikitext-103_LSTM_400_4-d0.2.pt,11.00966453552246
