item,exp,contrast,top,middle,bottom,N1,N2,N3,N1_gender,N2_gender,N3_gender,mask_sents,auto_sents,target,sent,model,surp
11,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,aunt,lord,wife,f,m,m,the aunt told the lord that the wife would remind MASKTOKEN of the job that needed to be done.,the aunt told the lord that the wife would remind,him,the aunt told the lord that the wife would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_3-d0.2.pt,2.6792120933532715
11,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,aunt,lady,husband,f,f,f,the aunt told the lady that the husband would remind MASKTOKEN of the job that needed to be done.,the aunt told the lady that the husband would remind,him,the aunt told the lady that the husband would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_3-d0.2.pt,2.4861767292022705
11,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,aunt,lady,wife,f,f,f,the aunt told the lady that the wife would remind MASKTOKEN of the job that needed to be done.,the aunt told the lady that the wife would remind,him,the aunt told the lady that the wife would remind MASKTOKEN of the job that needed to be done.,wikitext-103_LSTM_400_3-d0.2.pt,2.771835327148437
12,1,Match_Match_Match,Match,Match,Match,father,bachelor,businessman,m,m,m,the father warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,the father warned the bachelor that the businessman would blame,him,the father warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_3-d0.2.pt,2.873767375946045
12,1,Match_Match_Mismatch,Match,Match,Mismatch,father,bachelor,business woman,m,m,m,the father warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,the father warned the bachelor that the business woman would blame,him,the father warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_3-d0.2.pt,2.9962198734283447
12,1,Match_Mismatch_Match,Match,Mismatch,Match,father,widow,businessman,m,f,f,the father warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,the father warned the widow that the businessman would blame,him,the father warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_3-d0.2.pt,3.086168050765991
12,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,father,widow,business woman,m,f,f,the father warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,the father warned the widow that the business woman would blame,him,the father warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_3-d0.2.pt,3.241328477859497
12,1,Mismatch_Match_Match,Mismatch,Match,Match,mother,bachelor,businessman,f,m,m,the mother warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,the mother warned the bachelor that the businessman would blame,him,the mother warned the bachelor that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_3-d0.2.pt,3.298958778381348
12,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,mother,bachelor,business woman,f,m,m,the mother warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,the mother warned the bachelor that the business woman would blame,him,the mother warned the bachelor that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_3-d0.2.pt,3.52412748336792
12,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,mother,widow,businessman,f,f,f,the mother warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,the mother warned the widow that the businessman would blame,him,the mother warned the widow that the businessman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_3-d0.2.pt,3.448781728744507
12,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,mother,widow,business woman,f,f,f,the mother warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,the mother warned the widow that the business woman would blame,him,the mother warned the widow that the business woman would blame MASKTOKEN for the high cost of tests.,wikitext-103_LSTM_400_3-d0.2.pt,3.616209030151367
13,1,Match_Match_Match,Match,Match,Match,groom,wizard,boyfriend,m,m,m,the groom convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,the groom convinced the wizard that the boyfriend should give,him,the groom convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_3-d0.2.pt,3.083182573318481
13,1,Match_Match_Mismatch,Match,Match,Mismatch,groom,wizard,girlfriend,m,m,m,the groom convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,the groom convinced the wizard that the girlfriend should give,him,the groom convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_3-d0.2.pt,3.09820556640625
13,1,Match_Mismatch_Match,Match,Mismatch,Match,groom,witch,boyfriend,m,f,f,the groom convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,the groom convinced the witch that the boyfriend should give,him,the groom convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_3-d0.2.pt,3.2954695224761963
13,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,groom,witch,girlfriend,m,f,f,the groom convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,the groom convinced the witch that the girlfriend should give,him,the groom convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_3-d0.2.pt,3.330162525177002
13,1,Mismatch_Match_Match,Mismatch,Match,Match,bride,wizard,boyfriend,f,m,m,the bride convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,the bride convinced the wizard that the boyfriend should give,him,the bride convinced the wizard that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_3-d0.2.pt,3.254382610321045
13,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,bride,wizard,girlfriend,f,m,m,the bride convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,the bride convinced the wizard that the girlfriend should give,him,the bride convinced the wizard that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_3-d0.2.pt,3.2321579456329346
13,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,bride,witch,boyfriend,f,f,f,the bride convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,the bride convinced the witch that the boyfriend should give,him,the bride convinced the witch that the boyfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_3-d0.2.pt,3.4524972438812256
13,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,bride,witch,girlfriend,f,f,f,the bride convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,the bride convinced the witch that the girlfriend should give,him,the bride convinced the witch that the girlfriend should give MASKTOKEN a raise in pay.,wikitext-103_LSTM_400_3-d0.2.pt,3.4570517539978027
14,1,Match_Match_Match,Match,Match,Match,priest,sorcerer,congressman,m,m,m,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congressman would probably not protect,him,the priest told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_3-d0.2.pt,4.165579795837402
14,1,Match_Match_Mismatch,Match,Match,Mismatch,priest,sorcerer,congress woman,m,m,m,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the sorcerer that the congress woman would probably not protect,him,the priest told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_3-d0.2.pt,4.217315196990967
14,1,Match_Mismatch_Match,Match,Mismatch,Match,priest,witch,congressman,m,f,f,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congressman would probably not protect,him,the priest told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_3-d0.2.pt,4.354133605957031
14,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,priest,witch,congress woman,m,f,f,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the priest told the witch that the congress woman would probably not protect,him,the priest told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_3-d0.2.pt,4.529428958892822
14,1,Mismatch_Match_Match,Mismatch,Match,Match,nun,sorcerer,congressman,f,m,m,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congressman would probably not protect,him,the nun told the sorcerer that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_3-d0.2.pt,4.601281642913818
14,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,nun,sorcerer,congress woman,f,m,m,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the sorcerer that the congress woman would probably not protect,him,the nun told the sorcerer that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_3-d0.2.pt,4.759873867034912
14,1,Mismatch_Mismatch_Match,Mismatch,Mismatch,Match,nun,witch,congressman,f,f,f,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congressman would probably not protect,him,the nun told the witch that the congressman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_3-d0.2.pt,4.81705904006958
14,1,Mismatch_Mismatch_Mismatch,Mismatch,Mismatch,Mismatch,nun,witch,congress woman,f,f,f,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,the nun told the witch that the congress woman would probably not protect,him,the nun told the witch that the congress woman would probably not protect MASKTOKEN under the circumstances.,wikitext-103_LSTM_400_3-d0.2.pt,5.086356163024902
15,1,Match_Match_Match,Match,Match,Match,driver,chairman,council man,m,m,m,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council man would introduce,him,the driver told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_3-d0.2.pt,5.289139270782471
15,1,Match_Match_Mismatch,Match,Match,Mismatch,driver,chairman,council woman,m,m,m,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chairman that the council woman would introduce,him,the driver told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_3-d0.2.pt,5.604960441589356
15,1,Match_Mismatch_Match,Match,Mismatch,Match,driver,chair woman,council man,m,f,f,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council man would introduce,him,the driver told the chair woman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_3-d0.2.pt,5.022947788238525
15,1,Match_Mismatch_Mismatch,Match,Mismatch,Mismatch,driver,chair woman,council woman,m,f,f,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the driver told the chair woman that the council woman would introduce,him,the driver told the chair woman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_3-d0.2.pt,5.285139083862305
15,1,Mismatch_Match_Match,Mismatch,Match,Match,maid,chairman,council man,f,m,m,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council man would introduce,him,the maid told the chairman that the council man would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_3-d0.2.pt,5.344179153442383
15,1,Mismatch_Match_Mismatch,Mismatch,Match,Mismatch,maid,chairman,council woman,f,m,m,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,the maid told the chairman that the council woman would introduce,him,the maid told the chairman that the council woman would introduce  MASKTOKEN to the famous diplomat.,wikitext-103_LSTM_400_3-d0.2.pt,5.655918598175049
