item,cond,adjunct,contrast,pronoun,og_sent,sent,mask_sents,auto_sents,target,model,surp
14,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a stranger bought her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After a stranger bought her a pumpkin-spice latte, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.08601188659668
14,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a stranger bought him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After a stranger bought him a pumpkin-spice latte, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.604276657104492
14,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After buying her a pumpkin-spice latte, Samantha generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the MASKTOKEN generously offered Tiffany the best seat at the conference table.","After buying her a pumpkin-spice latte, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.655747413635254
14,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After buying him a pumpkin-spice latte, Samantha generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the MASKTOKEN generously offered Austin the best seat at the conference table.","After buying him a pumpkin-spice latte, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,9.314401626586914
15,CATAMARAN2-FIN-Match,No Constraint,Match,her,"While someone writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While someone writing her a reminder note, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.658353805541992
15,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"While someone writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While someone writing him a reminder note, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,9.614004135131836
15,CATAMARAN2-OBJ-Match,Constraint,Match,her,"While writing her a reminder note, Amanda vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the MASKTOKEN vigorously scolded Chelsea for being so forgetful about important appointments.","While writing her a reminder note, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,9.58846664428711
15,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"While writing him a reminder note, Amanda vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the MASKTOKEN vigorously scolded Antonio for being so forgetful about important appointments.","While writing him a reminder note, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,10.753084182739258
16,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a waiter poured her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After a waiter poured her some hot tea, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,7.576135635375977
16,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a waiter poured him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After a waiter poured him some hot tea, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.243660926818848
16,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After pouring her some hot tea, Britney accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the MASKTOKEN accidentally burned Natalie by knocking the nearly full pot off the table.","After pouring her some hot tea, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,7.831468105316162
16,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After pouring him some hot tea, Britney accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the MASKTOKEN accidentally burned Peter by knocking the nearly full pot off the table.","After pouring him some hot tea, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.91824722290039
17,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After a volunteer left her a voice message, Stephanie also sent Marissa a text containing the same information.","After a volunteer left her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After a volunteer left her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After a volunteer left her a voice message, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,7.5723748207092285
17,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After a volunteer left him a voice message, Stephanie also sent Marcus a text containing the same information.","After a volunteer left him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After a volunteer left him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After a volunteer left him a voice message, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,9.035540580749512
17,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After leaving her a voice message, Stephanie also sent Marissa a text containing the same information.","After leaving her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her a voice message, the MASKTOKEN also sent Marissa a text containing the same information.","After leaving her a voice message, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,7.61650276184082
17,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After leaving him a voice message, Stephanie also sent Marcus a text containing the same information.","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the MASKTOKEN also sent Marcus a text containing the same information.","After leaving him a voice message, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,9.05001163482666
18,CATAMARAN2-FIN-Match,No Constraint,Match,her,"After someone sent her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After someone sent her a thank-you note, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.047603607177734
18,CATAMARAN2-FIN-Misma,No Constraint,Mismatch,him,"After someone sent him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After someone sent him a thank-you note, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.920138359069824
18,CATAMARAN2-OBJ-Match,Constraint,Match,her,"After sending her a thank-you note, Jennifer thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the MASKTOKEN thoughtfully bought Gabriella a nice down comforter as a token of gratitude.","After sending her a thank-you note, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,8.056731224060059
18,CATAMARAN2-OBJ-Misma,Constraint,Mismatch,him,"After sending him a thank-you note, Jennifer thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the MASKTOKEN thoughtfully bought Victor a nice down comforter as a token of gratitude.","After sending him a thank-you note, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,9.187085151672363
19,CATAMARAN2-FIN-Match,No Constraint,Match,her,"Before a chaperon took her kids on the roller coaster, Victoria calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster, the MASKTOKEN calmly reassured Andrea that the loop wasn't dangerous at all.","Before a chaperon took her kids on the roller coaster, the",woman,wikitext-103_LSTM_400_7-d0.2.pt,9.307687759399414
