item,exp,pronoun,cond,contrast,target_changed,mask_sents,auto_sents,target,sent,model,surp
1,1,she,m,Mismatch,1,"When she was off work, the MASKTOKEN pestered the waitress all the time.","When she was off work, the",waiter,"When she was off work, the MASKTOKEN pestered the waitress all the time.",wikitext-103_LSTM_400_11-d0.2.pt,14.655144691467283
1,1,she,f,Match,0,"When she was off work, the MASKTOKEN pestered the waiter all the time.","When she was off work, the",waitress,"When she was off work, the MASKTOKEN pestered the waiter all the time.",wikitext-103_LSTM_400_11-d0.2.pt,15.363640785217283
1,1,he,f,Mismatch,0,"When he was off work, the MASKTOKEN pestered the waiter all the time.","When he was off work, the",waitress,"When he was off work, the MASKTOKEN pestered the waiter all the time.",wikitext-103_LSTM_400_11-d0.2.pt,16.27288818359375
2,1,he,m,Match,0,"When he arrived, the MASKTOKEN recognized the woman at once.","When he arrived, the",chairman,"When he arrived, the MASKTOKEN recognized the woman at once.",wikitext-103_LSTM_400_11-d0.2.pt,11.476776123046877
2,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN recognized the woman at once.","When she arrived, the",chairman,"When she arrived, the MASKTOKEN recognized the woman at once.",wikitext-103_LSTM_400_11-d0.2.pt,11.810221672058104
2,1,she,f,Match,1,"When she arrived, the MASKTOKEN recognized the chairman at once.","When she arrived, the",woman,"When she arrived, the MASKTOKEN recognized the chairman at once.",wikitext-103_LSTM_400_11-d0.2.pt,9.20017910003662
2,1,he,f,Mismatch,1,"When he arrived, the MASKTOKEN recognized the chairman at once.","When he arrived, the",woman,"When he arrived, the MASKTOKEN recognized the chairman at once.",wikitext-103_LSTM_400_11-d0.2.pt,10.385087966918944
3,1,he,m,Match,0,"When he was fed up, the MASKTOKEN visited the girl very often.","When he was fed up, the",boy,"When he was fed up, the MASKTOKEN visited the girl very often.",wikitext-103_LSTM_400_11-d0.2.pt,8.632598876953125
3,1,she,m,Mismatch,0,"When she was fed up, the MASKTOKEN visited the girl very often.","When she was fed up, the",boy,"When she was fed up, the MASKTOKEN visited the girl very often.",wikitext-103_LSTM_400_11-d0.2.pt,9.087745666503906
3,1,she,f,Match,0,"When she was fed up, the MASKTOKEN visited the boy very often.","When she was fed up, the",girl,"When she was fed up, the MASKTOKEN visited the boy very often.",wikitext-103_LSTM_400_11-d0.2.pt,9.261924743652344
3,1,he,f,Mismatch,0,"When he was fed up, the MASKTOKEN visited the boy very often.","When he was fed up, the",girl,"When he was fed up, the MASKTOKEN visited the boy very often.",wikitext-103_LSTM_400_11-d0.2.pt,10.064197540283203
4,1,he,m,Match,0,"When he was talking, the MASKTOKEN noticed the girl at the end of the street.","When he was talking, the",policeman,"When he was talking, the MASKTOKEN noticed the girl at the end of the street.",wikitext-103_LSTM_400_11-d0.2.pt,13.997082710266112
4,1,she,m,Mismatch,0,"When she was talking, the MASKTOKEN noticed the girl at the end of the street.","When she was talking, the",policeman,"When she was talking, the MASKTOKEN noticed the girl at the end of the street.",wikitext-103_LSTM_400_11-d0.2.pt,14.120193481445312
4,1,she,f,Match,1,"When she was talking, the MASKTOKEN noticed the policeman at the end of the street.","When she was talking, the",girl,"When she was talking, the MASKTOKEN noticed the policeman at the end of the street.",wikitext-103_LSTM_400_11-d0.2.pt,9.029041290283203
4,1,he,f,Mismatch,1,"When he was talking, the MASKTOKEN noticed the policeman at the end of the street.","When he was talking, the",girl,"When he was talking, the MASKTOKEN noticed the policeman at the end of the street.",wikitext-103_LSTM_400_11-d0.2.pt,9.966216087341309
5,1,he,m,Match,0,"When he was nearby, the MASKTOKEN saw the lady in the park.","When he was nearby, the",boy,"When he was nearby, the MASKTOKEN saw the lady in the park.",wikitext-103_LSTM_400_11-d0.2.pt,8.797958374023438
5,1,she,m,Mismatch,0,"When she was nearby, the MASKTOKEN saw the lady in the park.","When she was nearby, the",boy,"When she was nearby, the MASKTOKEN saw the lady in the park.",wikitext-103_LSTM_400_11-d0.2.pt,9.199216842651367
5,1,she,f,Match,1,"When she was nearby, the MASKTOKEN saw the boy in the park.","When she was nearby, the",lady,"When she was nearby, the MASKTOKEN saw the boy in the park.",wikitext-103_LSTM_400_11-d0.2.pt,11.56450653076172
5,1,he,f,Mismatch,1,"When he was nearby, the MASKTOKEN saw the boy in the park.","When he was nearby, the",lady,"When he was nearby, the MASKTOKEN saw the boy in the park.",wikitext-103_LSTM_400_11-d0.2.pt,12.49686050415039
6,1,he,m,Match,1,"When he was lost, the MASKTOKEN spotted the maid in the forest.","When he was lost, the",hunter,"When he was lost, the MASKTOKEN spotted the maid in the forest.",wikitext-103_LSTM_400_11-d0.2.pt,13.07109832763672
6,1,she,m,Mismatch,1,"When she was lost, the MASKTOKEN spotted the maid in the forest.","When she was lost, the",hunter,"When she was lost, the MASKTOKEN spotted the maid in the forest.",wikitext-103_LSTM_400_11-d0.2.pt,13.148106575012209
6,1,she,f,Match,1,"When she was lost, the MASKTOKEN spotted the hunter in the forest.","When she was lost, the",maid,"When she was lost, the MASKTOKEN spotted the hunter in the forest.",wikitext-103_LSTM_400_11-d0.2.pt,13.360498428344728
6,1,he,f,Mismatch,1,"When he was lost, the MASKTOKEN spotted the hunter in the forest.","When he was lost, the",maid,"When he was lost, the MASKTOKEN spotted the hunter in the forest.",wikitext-103_LSTM_400_11-d0.2.pt,14.301390647888184
7,1,he,m,Match,1,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.","When he was bad-tempered, the",man,"When he was bad-tempered, the MASKTOKEN ignored the lady all day.",wikitext-103_LSTM_400_11-d0.2.pt,7.945012092590332
7,1,she,m,Mismatch,1,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.","When she was bad-tempered, the",man,"When she was bad-tempered, the MASKTOKEN ignored the lady all day.",wikitext-103_LSTM_400_11-d0.2.pt,8.551569938659668
7,1,she,f,Match,1,"When she was bad-tempered, the MASKTOKEN ignored the man all day.","When she was bad-tempered, the",lady,"When she was bad-tempered, the MASKTOKEN ignored the man all day.",wikitext-103_LSTM_400_11-d0.2.pt,12.583685874938965
7,1,he,f,Mismatch,1,"When he was bad-tempered, the MASKTOKEN ignored the man all day.","When he was bad-tempered, the",lady,"When he was bad-tempered, the MASKTOKEN ignored the man all day.",wikitext-103_LSTM_400_11-d0.2.pt,13.48176383972168
8,1,he,m,Match,0,"When he was jealous, the MASKTOKEN angered the secretary more than ever.","When he was jealous, the",businessman,"When he was jealous, the MASKTOKEN angered the secretary more than ever.",wikitext-103_LSTM_400_11-d0.2.pt,13.324857711791992
8,1,she,m,Mismatch,0,"When she was jealous, the MASKTOKEN angered the secretary more than ever.","When she was jealous, the",businessman,"When she was jealous, the MASKTOKEN angered the secretary more than ever.",wikitext-103_LSTM_400_11-d0.2.pt,13.58002758026123
8,1,she,f,Match,1,"When she was jealous, the MASKTOKEN angered the businessman more than ever.","When she was jealous, the",secretary,"When she was jealous, the MASKTOKEN angered the businessman more than ever.",wikitext-103_LSTM_400_11-d0.2.pt,10.834973335266112
8,1,he,f,Mismatch,1,"When he was jealous, the MASKTOKEN angered the businessman more than ever.","When he was jealous, the",secretary,"When he was jealous, the MASKTOKEN angered the businessman more than ever.",wikitext-103_LSTM_400_11-d0.2.pt,10.82387351989746
9,1,he,m,Match,1,"When he was in residence, the MASKTOKEN annoyed the princess very much.","When he was in residence, the",lord,"When he was in residence, the MASKTOKEN annoyed the princess very much.",wikitext-103_LSTM_400_11-d0.2.pt,10.833977699279783
9,1,she,m,Mismatch,1,"When she was in residence, the MASKTOKEN annoyed the princess very much.","When she was in residence, the",lord,"When she was in residence, the MASKTOKEN annoyed the princess very much.",wikitext-103_LSTM_400_11-d0.2.pt,10.972493171691896
9,1,she,f,Match,0,"When she was in residence, the MASKTOKEN annoyed the lord very much.","When she was in residence, the",princess,"When she was in residence, the MASKTOKEN annoyed the lord very much.",wikitext-103_LSTM_400_11-d0.2.pt,10.772300720214844
9,1,he,f,Mismatch,0,"When he was in residence, the MASKTOKEN annoyed the lord very much.","When he was in residence, the",princess,"When he was in residence, the MASKTOKEN annoyed the lord very much.",wikitext-103_LSTM_400_11-d0.2.pt,11.778514862060549
10,1,he,m,Match,1,"When he was introduced, the MASKTOKEN shook the widow by the hand.","When he was introduced, the",sailor,"When he was introduced, the MASKTOKEN shook the widow by the hand.",wikitext-103_LSTM_400_11-d0.2.pt,14.07706069946289
10,1,she,m,Mismatch,1,"When she was introduced, the MASKTOKEN shook the widow by the hand.","When she was introduced, the",sailor,"When she was introduced, the MASKTOKEN shook the widow by the hand.",wikitext-103_LSTM_400_11-d0.2.pt,13.66593074798584
10,1,she,f,Match,1,"When she was introduced, the MASKTOKEN shook the sailor by the hand.","When she was introduced, the",widow,"When she was introduced, the MASKTOKEN shook the sailor by the hand.",wikitext-103_LSTM_400_11-d0.2.pt,12.798223495483398
10,1,he,f,Mismatch,1,"When he was introduced, the MASKTOKEN shook the sailor by the hand.","When he was introduced, the",widow,"When he was introduced, the MASKTOKEN shook the sailor by the hand.",wikitext-103_LSTM_400_11-d0.2.pt,13.098556518554688
11,1,he,m,Match,0,"When he arrived, the MASKTOKEN greeted the maid kindly.","When he arrived, the",master,"When he arrived, the MASKTOKEN greeted the maid kindly.",wikitext-103_LSTM_400_11-d0.2.pt,10.727818489074709
11,1,she,m,Mismatch,0,"When she arrived, the MASKTOKEN greeted the maid kindly.","When she arrived, the",master,"When she arrived, the MASKTOKEN greeted the maid kindly.",wikitext-103_LSTM_400_11-d0.2.pt,10.66625690460205
11,1,she,f,Match,1,"When she arrived, the MASKTOKEN greeted the master kindly.","When she arrived, the",maid,"When she arrived, the MASKTOKEN greeted the master kindly.",wikitext-103_LSTM_400_11-d0.2.pt,13.370683670043944
11,1,he,f,Mismatch,1,"When he arrived, the MASKTOKEN greeted the master kindly.","When he arrived, the",maid,"When he arrived, the MASKTOKEN greeted the master kindly.",wikitext-103_LSTM_400_11-d0.2.pt,14.342411994934082
12,1,he,m,Match,0,"When he felt sad, the MASKTOKEN hugged the woman gently.","When he felt sad, the",man,"When he felt sad, the MASKTOKEN hugged the woman gently.",wikitext-103_LSTM_400_11-d0.2.pt,8.47265625
12,1,she,m,Mismatch,0,"When she felt sad, the MASKTOKEN hugged the woman gently.","When she felt sad, the",man,"When she felt sad, the MASKTOKEN hugged the woman gently.",wikitext-103_LSTM_400_11-d0.2.pt,8.9242525100708
12,1,she,f,Match,0,"When she felt sad, the MASKTOKEN hugged the man gently.","When she felt sad, the",woman,"When she felt sad, the MASKTOKEN hugged the man gently.",wikitext-103_LSTM_400_11-d0.2.pt,9.404892921447754
12,1,he,f,Mismatch,0,"When he felt sad, the MASKTOKEN hugged the man gently.","When he felt sad, the",woman,"When he felt sad, the MASKTOKEN hugged the man gently.",wikitext-103_LSTM_400_11-d0.2.pt,10.447713851928713
13,1,he,m,Match,1,"When he was present, the MASKTOKEN embarrassed the actress all the time.","When he was present, the",actor,"When he was present, the MASKTOKEN embarrassed the actress all the time.",wikitext-103_LSTM_400_11-d0.2.pt,8.60925006866455
13,1,she,m,Mismatch,1,"When she was present, the MASKTOKEN embarrassed the actress all the time.","When she was present, the",actor,"When she was present, the MASKTOKEN embarrassed the actress all the time.",wikitext-103_LSTM_400_11-d0.2.pt,9.52467441558838
13,1,she,f,Match,0,"When she was present, the MASKTOKEN embarrassed the actor all the time.","When she was present, the",actress,"When she was present, the MASKTOKEN embarrassed the actor all the time.",wikitext-103_LSTM_400_11-d0.2.pt,9.636908531188965
13,1,he,f,Mismatch,0,"When he was present, the MASKTOKEN embarrassed the actor all the time.","When he was present, the",actress,"When he was present, the MASKTOKEN embarrassed the actor all the time.",wikitext-103_LSTM_400_11-d0.2.pt,10.521595001220703
14,1,he,m,Match,0,"When he was depressed, the MASKTOKEN invited the lady for a drink.","When he was depressed, the",lord,"When he was depressed, the MASKTOKEN invited the lady for a drink.",wikitext-103_LSTM_400_11-d0.2.pt,11.02221965789795
14,1,she,m,Mismatch,0,"When she was depressed, the MASKTOKEN invited the lady for a drink.","When she was depressed, the",lord,"When she was depressed, the MASKTOKEN invited the lady for a drink.",wikitext-103_LSTM_400_11-d0.2.pt,11.163287162780762
14,1,she,f,Match,1,"When she was depressed, the MASKTOKEN invited the lord for a drink.","When she was depressed, the",lady,"When she was depressed, the MASKTOKEN invited the lord for a drink.",wikitext-103_LSTM_400_11-d0.2.pt,11.7150297164917
14,1,he,f,Mismatch,1,"When he was depressed, the MASKTOKEN invited the lord for a drink.","When he was depressed, the",lady,"When he was depressed, the MASKTOKEN invited the lord for a drink.",wikitext-103_LSTM_400_11-d0.2.pt,12.699681282043455
15,1,he,m,Match,0,"When he was around, the MASKTOKEN helped the maid all the time.","When he was around, the",salesman,"When he was around, the MASKTOKEN helped the maid all the time.",wikitext-103_LSTM_400_11-d0.2.pt,14.998966217041016
15,1,she,m,Mismatch,0,"When she was around, the MASKTOKEN helped the maid all the time.","When she was around, the",salesman,"When she was around, the MASKTOKEN helped the maid all the time.",wikitext-103_LSTM_400_11-d0.2.pt,15.82155704498291
15,1,she,f,Match,1,"When she was around, the MASKTOKEN helped the salesman all the time.","When she was around, the",maid,"When she was around, the MASKTOKEN helped the salesman all the time.",wikitext-103_LSTM_400_11-d0.2.pt,13.588512420654297
15,1,he,f,Mismatch,1,"When he was around, the MASKTOKEN helped the salesman all the time.","When he was around, the",maid,"When he was around, the MASKTOKEN helped the salesman all the time.",wikitext-103_LSTM_400_11-d0.2.pt,14.522134780883787
16,1,he,m,Match,0,"When he was near, the MASKTOKEN approached the waitress on the plane.","When he was near, the",congressman,"When he was near, the MASKTOKEN approached the waitress on the plane.",wikitext-103_LSTM_400_11-d0.2.pt,14.910584449768066
16,1,she,m,Mismatch,0,"When she was near, the MASKTOKEN approached the waitress on the plane.","When she was near, the",congressman,"When she was near, the MASKTOKEN approached the waitress on the plane.",wikitext-103_LSTM_400_11-d0.2.pt,15.188067436218262
16,1,she,f,Match,1,"When she was near, the MASKTOKEN approached the congressman on the plane.","When she was near, the",waitress,"When she was near, the MASKTOKEN approached the congressman on the plane.",wikitext-103_LSTM_400_11-d0.2.pt,15.50576877593994
